39097	12	25	19	33	11	9	22	1	38	27	18	13	21	23	40	15	8	16	26	3	34	20	10	29	25	14	35	0	7	12	43	36	28	2	41	6	42	24	5	
39343	12	13	22	9	8	29	3	41	10	12	19	34	42	7	14	27	16	32	5	13	38	33	6	43	1	17	30	39	15	20	40	36	4	25	24	23	26	31	21	
39832	12	13	13	40	25	1	38	24	14	43	19	12	10	8	9	18	23	0	5	3	15	35	37	42	11	17	29	20	6	26	41	7	33	22	32	2	30	28	21	
39268	12	39	39	12	42	5	4	9	37	36	25	15	13	38	35	16	10	28	29	27	14	1	43	34	2	11	0	22	33	23	24	32	41	26	7	40	19	8	17	
39116	12	12	9	43	38	12	33	27	25	36	16	26	29	4	3	24	1	28	11	15	19	37	14	17	41	6	8	10	32	0	34	2	18	22	40	23	20	5	13	
40766	12	39	37	38	8	28	29	5	9	34	22	27	12	2	26	20	14	39	16	23	21	1	6	17	33	35	41	43	4	24	7	0	19	42	18	10	11	15	13	
39268	12	38	12	42	5	4	9	37	36	25	15	13	35	16	10	28	38	29	27	14	1	43	34	2	11	0	22	39	33	23	24	32	41	26	7	40	19	8	17	
40652	12	39	9	13	37	23	14	36	27	42	20	19	11	26	12	16	43	28	21	33	24	15	22	17	34	6	29	39	0	35	4	2	41	1	32	25	7	18	40	
40652	12	38	9	13	37	23	14	36	27	42	20	19	11	26	12	16	43	28	21	33	24	15	22	17	34	6	29	38	0	35	4	2	41	1	32	25	7	18	40	
39378	12	38	36	42	14	35	11	5	32	4	33	29	24	22	27	28	25	8	23	26	13	12	9	0	1	41	6	19	38	15	17	2	43	37	18	39	40	21	16	
39374	12	12	18	39	1	16	14	15	23	12	43	34	36	21	32	33	5	25	22	9	41	20	35	30	27	0	28	19	10	26	31	3	24	42	40	7	13	38	8	
39496	12	38	1	21	14	37	9	15	22	5	11	27	36	32	26	19	13	16	18	17	42	12	30	40	43	4	28	39	24	8	6	34	41	23	25	7	0	10	31	
39270	12	40	23	22	16	8	27	9	35	38	14	24	21	42	36	43	10	25	33	28	34	40	17	1	5	30	15	13	37	18	29	26	0	12	4	7	11	19	41	
39378	12	40	36	42	14	35	11	5	32	4	40	33	29	24	22	27	28	25	8	23	26	38	13	12	9	0	1	41	6	19	15	17	2	43	37	18	39	21	16	
39426	12	38	40	13	1	22	18	42	15	23	32	5	14	7	27	16	39	34	36	35	12	9	21	29	38	8	26	2	41	25	11	33	37	0	30	43	24	19	10	
38870	12	38	43	15	27	36	8	42	25	37	12	35	23	2	33	1	19	5	22	4	14	9	38	10	41	13	28	18	32	30	21	6	40	29	26	7	3	24	16	
39800	12	38	9	14	24	40	19	5	22	17	43	8	33	34	42	15	23	25	39	0	4	10	6	37	38	32	29	27	13	26	31	36	2	7	1	41	30	21	12	
38835	12	16	14	5	1	28	19	35	8	11	27	15	22	42	43	37	9	13	32	2	24	17	4	34	23	12	38	16	21	10	41	25	29	7	18	36	33	0	20	
38767	12	16	36	34	15	33	7	12	27	9	8	43	29	22	24	42	21	5	38	19	37	14	6	16	1	23	30	0	39	13	32	40	25	18	3	10	35	41	2	
40759	12	12	12	15	27	24	25	21	41	5	33	19	8	29	43	42	23	26	13	39	9	7	2	38	36	20	1	22	10	11	37	40	0	35	14	3	17	32	31	
38896	12	12	38	28	6	22	15	42	0	27	35	34	2	10	17	24	9	16	23	21	19	7	37	12	20	30	41	13	18	39	43	31	26	11	14	36	32	4	8	
39270	12	39	23	22	16	8	27	9	35	38	14	24	21	42	36	43	10	25	33	28	34	17	1	5	30	15	13	37	18	29	26	0	39	12	4	7	11	19	41	
40076	12	38	36	41	42	26	1	37	9	33	39	15	6	22	14	4	24	25	12	8	13	21	35	16	27	32	29	38	34	5	43	30	2	17	18	7	28	11	19	
40456	12	39	8	10	1	22	15	33	38	37	18	7	5	9	27	19	24	43	20	11	32	14	2	40	12	4	42	39	6	25	23	26	30	34	29	35	28	31	13	
40555	12	13	41	14	38	12	27	35	37	29	4	15	5	8	32	25	6	18	24	9	1	2	42	0	39	36	43	26	7	13	10	23	34	16	22	11	21	33	28	
40734	12	39	17	8	33	24	34	9	41	37	26	22	19	29	27	14	7	20	6	18	0	30	36	42	16	12	25	35	40	11	38	15	31	5	13	2	39	3	23	
40145	12	13	38	43	12	10	27	16	9	25	32	8	37	13	33	7	24	21	39	31	14	6	1	5	23	34	0	42	19	36	41	30	15	26	11	22	29	18	17	
