f002_ths002,f011_ths002,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10
"桂林三金药业股份有限公司",1994-02-23,生物制药,中药,中成药,活血剂,,,,,,
"吉林敖东药业集团股份有限公司",1993-03-20,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"吉林敖东药业集团股份有限公司",1993-03-20,生物制药,中药,中成药,儿童用中成药,,,,,,
"吉林敖东药业集团股份有限公司",1993-03-20,生物制药,中药,中成药,安神剂,,,,,,
"吉林敖东药业集团股份有限公司",1993-03-20,生物制药,中药,中成药,活血剂,,,,,,
"吉林敖东药业集团股份有限公司",1993-03-20,生物制药,化学制药,化学制剂,血液及造血系统药物,"抗血栓药物 ",,,,,
"贵州圣济堂医药产业股份有限公司",1998-08-28,生物制药,化学制药,化学制剂,内分泌系统药物,糖尿病药物,,,,,
"中国联合网络通信股份有限公司",2001-12-31,无人驾驶,车联网,车联网平台,,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,无人驾驶,车联网,车载通信,通信模块,通信模组集成（LTE、蓝牙、WiFi),,,,,
"中国联合网络通信股份有限公司",2001-12-31,物联网,传输层,通信运营,,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,人工智能,上游支撑,网络服务,通信运营,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,数据应用,SaaS服务,智慧旅游系统,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,数据应用,SaaS服务,智慧交通系统,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,数据平台,数据可视化系统,,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,数据平台,数据分析系统,,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,数据平台,数据采集系统,,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,基础设施,网络服务,通信增值服务,,,,,,
"中国联合网络通信股份有限公司",2001-12-31,大数据,基础设施,网络服务,通信运营,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,物联网,应用层,系统集成,智能安防系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,物联网,应用层,系统集成,智慧金融系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,物联网,应用层,系统集成,智慧政务系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,物联网,应用层,系统集成,智慧交通系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,人工智能,下游集成服务,系统集成,智慧政务系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,人工智能,下游集成服务,系统集成,智慧交通系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,人工智能,下游集成服务,系统集成,智慧金融系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,人工智能,下游集成服务,系统集成,智能安防系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,大数据,数据应用,SaaS服务,智慧交通系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,大数据,数据应用,SaaS服务,智慧金融系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,大数据,数据应用,SaaS服务,智能安防系统,,,,,,
"广州广电运通金融电子股份有限公司",1999-07-08,大数据,数据应用,SaaS服务,智能安防系统,,,,,,
"深圳信立泰药业股份有限公司",1998-11-03,医疗器械,医用耗材,高值医用耗材,血管介入耗材,血管内导管,,,,,
"深圳信立泰药业股份有限公司",1998-11-03,医疗器械,医用耗材,高值医用耗材,血管介入耗材,封堵器,,,,,
"深圳信立泰药业股份有限公司",1998-11-03,生物制药,化学制药,化学原料药,抗感染类原料药,抗生素原料药,,,,,
"深圳信立泰药业股份有限公司",1998-11-03,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"深圳信立泰药业股份有限公司",1998-11-03,生物制药,化学制药,化学制剂,血液及造血系统药物,"抗血栓药物 ",,,,,
"深圳信立泰药业股份有限公司",1998-11-03,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"国民技术股份有限公司",2000-03-20,物联网,感知层,感知硬件,微控制器,,,,,,
"国民技术股份有限公司",2000-03-20,物联网,感知层,感知硬件,无线通信集成模块,,,,,,
"国民技术股份有限公司",2000-03-20,物联网,感知层,感知硬件,通信芯片,,,,,,
"国民技术股份有限公司",2000-03-20,集成电路,中游设计,集成电路模组,消费级SOC,智能安全芯片,,,,,
"国民技术股份有限公司",2000-03-20,集成电路,中游设计,集成电路模组,消费级SOC,智能卡芯片,,,,,
"国民技术股份有限公司",2000-03-20,集成电路,中游设计,集成电路模组,消费级SOC,智能视频芯片,,,,,
"国民技术股份有限公司",2000-03-20,集成电路,中游设计,数字电路,微控制器,MCU,通用MCU,,,,
"国民技术股份有限公司",2000-03-20,集成电路,中游设计,数字电路,逻辑芯片,DSP,音频信号处理芯片,,,,
"国民技术股份有限公司",2000-03-20,集成电路,中游设计,数字电路,逻辑芯片,DSP,图像信号处理芯片(ISP),,,,
"常州天晟新材料股份有限公司",1998-07-27,化工新材料,其他化工新材料,泡沫塑料,,,,,,,
"朗源股份有限公司",2002-03-26,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"哈尔滨威帝电子股份有限公司",2000-07-28,无人驾驶,车联网,车联网平台,,,,,,,
"哈尔滨威帝电子股份有限公司",2000-07-28,无人驾驶,车联网,车载通信,车内连接,CAN、LIN、FlexRay、Most、Ethernet,,,,,
"哈尔滨威帝电子股份有限公司",2000-07-28,无人驾驶,车联网,车载通信,车内连接,CAN、LIN、FlexRay、Most、Ethernet,,,,,
"北京中石伟业科技股份有限公司",1997-04-10,化工新材料,专用化学品,EMI屏蔽材料,,,,,,,
"北京中关村科技发展(控股)股份有限公司",1999-06-08,生物制药,化学制药,化学制剂,消化系统药物,止吐药,,,,,
"北京中关村科技发展(控股)股份有限公司",1999-06-08,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"北京中关村科技发展(控股)股份有限公司",1999-06-08,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"山河智能装备股份有限公司",1999-07-29,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"天泽信息产业股份有限公司",2000-05-25,无人驾驶,应用服务,远程管理,,,,,,,
"上海新阳半导体材料股份有限公司",2004-05-12,半导体材料,半导体晶圆制造材料,集成电路级单晶硅片,,,,,,,
"上海新阳半导体材料股份有限公司",2004-05-12,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,集成电路级单晶硅片,,,,,
"上海新阳半导体材料股份有限公司",2004-05-12,化工新材料,功能涂层材料,涂料,氟涂料,,,,,,
"上海新阳半导体材料股份有限公司",2004-05-12,化工新材料,功能涂层材料,涂料,防腐涂料,,,,,,
"上海新阳半导体材料股份有限公司",2004-05-12,化工新材料,功能涂层材料,涂料,汽车涂料,,,,,,
"上海新阳半导体材料股份有限公司",2004-05-12,化工新材料,专用化学品,电镀化学品,,,,,,,
"北京奥赛康药业股份有限公司",1996-12-24,生物制药,化学制药,化学原料药,抗感染类原料药,抗真菌类原料药,,,,,
"北京奥赛康药业股份有限公司",1996-12-24,生物制药,化学制药,化学制剂,抗肿瘤药物,其他肿瘤用药,,,,,
"北京奥赛康药业股份有限公司",1996-12-24,生物制药,化学制药,化学制剂,泌尿系统药物,"良性前列腺肥大用药 ",,,,,
"北京奥赛康药业股份有限公司",1996-12-24,生物制药,化学制药,化学制剂,消化系统药物,止吐药,,,,,
"北京奥赛康药业股份有限公司",1996-12-24,生物制药,化学制药,化学制剂,消化系统药物,"质子泵抑制剂 ",,,,,
"北京奥赛康药业股份有限公司",1996-12-24,生物制药,化学制药,化学制剂,内分泌系统药物,糖尿病药物,,,,,
"科沃斯机器人股份有限公司",1998-03-11,人工智能,下游集成服务,终端设备,机器人,,,,,,
"珠海华金资本股份有限公司",1992-10-28,石墨烯,下游应用,石墨烯薄膜下游应用,石墨烯导电膜,,,,,,
"浙江威星智能仪表股份有限公司",2005-08-29,物联网,应用层,终端设备,智能表计,,,,,,
"惠州市德赛西威汽车电子股份有限公司",1986-07-24,无人驾驶,车载终端,人机交互,智能中控,,,,,,
"惠州市德赛西威汽车电子股份有限公司",1986-07-24,无人驾驶,感知模块,环境感知模块,毫米波雷达,,,,,,
"惠州市德赛西威汽车电子股份有限公司",1986-07-24,无人驾驶,感知模块,环境感知模块,摄像头,,,,,,
"深圳市财富趋势科技股份有限公司",2007-01-25,物联网,应用层,系统集成,智慧金融系统,,,,,,
"深圳市财富趋势科技股份有限公司",2007-01-25,人工智能,下游集成服务,系统集成,智慧金融系统,,,,,,
"深圳市财富趋势科技股份有限公司",2007-01-25,大数据,数据应用,SaaS服务,智慧金融系统,,,,,,
"丹化化工科技股份有限公司",1993-12-21,化工新材料,其他化工新材料,催化剂,化工催化剂,,,,,,
"启明信息技术股份有限公司",2000-10-25,无人驾驶,车联网,车联网平台,,,,,,,
"启明信息技术股份有限公司",2000-10-25,无人驾驶,车载终端,T-BOX/OBD,,,,,,,
"启明信息技术股份有限公司",2000-10-25,大数据,数据应用,laaS服务,,,,,,,
"启明信息技术股份有限公司",2000-10-25,大数据,基础设施,基础软件,云操作系统,,,,,,
"北京赛科希德科技股份有限公司",2003-05-28,医疗器械,医用设备,临床检验器械,血液学分析设备,,,,,,
"中芯国际集成电路制造有限公司",2000-04-03,半导体材料,半导体晶圆制造材料,半导体掩模版（按用途）,,,,,,,
"中芯国际集成电路制造有限公司",2000-04-03,集成电路,中游制造,掩膜版制造,,,,,,,
"中芯国际集成电路制造有限公司",2000-04-03,集成电路,中游制造,晶圆制造,,,,,,,
"中芯国际集成电路制造有限公司",2000-04-03,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,半导体掩模版（按用途）,,,,,
"宁波三星医疗电气股份有限公司",2007-02-01,物联网,应用层,终端设备,智能表计,,,,,,
"山东瑞丰高分子材料股份有限公司",2001-10-26,化工新材料,降解塑料制品,生物降解塑料制品,,,,,,,
"江阴江化微电子材料股份有限公司",2001-08-17,半导体材料,半导体晶圆制造材料,,蚀刻液,,,,,,
"江阴江化微电子材料股份有限公司",2001-08-17,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,刻蚀材料,蚀刻液,,,,
"西藏易明西雅医药科技股份有限公司",2007-12-29,生物制药,中药,中成药,妇科用中成药,,,,,,
"西藏易明西雅医药科技股份有限公司",2007-12-29,生物制药,中药,中成药,活血剂,,,,,,
"西藏易明西雅医药科技股份有限公司",2007-12-29,生物制药,化学制药,化学原料药,糖尿病药物原料药,,,,,,
"西藏易明西雅医药科技股份有限公司",2007-12-29,生物制药,化学制药,化学制剂,妇科用药,,,,,,
"西藏易明西雅医药科技股份有限公司",2007-12-29,生物制药,化学制药,化学制剂,解毒类药物,,,,,,
"西藏易明西雅医药科技股份有限公司",2007-12-29,生物制药,化学制药,化学制剂,消化系统药物,"胃肠动力药 ",,,,,
"西藏易明西雅医药科技股份有限公司",2007-12-29,生物制药,化学制药,化学制剂,肌肉-骨骼药物,"抗炎药和抗风湿药 ",,,,,
"西藏易明西雅医药科技股份有限公司",2007-12-29,生物制药,化学制药,化学制剂,内分泌系统药物,糖尿病药物,,,,,
"浙江每日互动网络科技股份有限公司",2010-12-07,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"江苏艾迪药业股份有限公司",2009-12-15,生物制药,生物制品,血液制品,白蛋白,,,,,,
"湖北省广播电视信息网络股份有限公司",1988-12-10,大数据,基础设施,网络服务,通信运营,,,,,,
"荣丰控股集团股份有限公司",1988-09-02,医疗器械,医用设备,医用诊察设备,测温计,额温枪,,,,,
"荣丰控股集团股份有限公司",1988-09-02,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用防护服,,,,,
"荣丰控股集团股份有限公司",1988-09-02,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,一次性医用口罩,,,,
"荣丰控股集团股份有限公司",1988-09-02,医疗器械,医用耗材,高值医用耗材,骨科植入耗材,关节植入物,,,,,
"荣丰控股集团股份有限公司",1988-09-02,医疗器械,医用耗材,高值医用耗材,骨科植入耗材,脊柱植入物,,,,,
"厦门金龙汽车集团股份有限公司",1992-12-23,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"恒宝股份有限公司",1996-09-24,物联网,传输层,通信传输设备,,,,,,,
"深圳市海普瑞药业集团股份有限公司",1998-04-21,生物制药,化学制药,化学原料药,抗血栓类原料药,,,,,,
"深圳市海普瑞药业集团股份有限公司",1998-04-21,生物制药,化学制药,化学制剂,血液及造血系统药物,"抗血栓药物 ",,,,,
"浙江向日葵大健康科技股份有限公司",2005-03-21,生物制药,化学制药,化学原料药,抗感染类原料药,抗生素原料药,,,,,
"浙江向日葵大健康科技股份有限公司",2005-03-21,生物制药,化学制药,化学制剂,消化系统药物,"H2受体拮抗剂 ",,,,,
"浙江向日葵大健康科技股份有限公司",2005-03-21,生物制药,化学制药,化学制剂,心脑血管药物,"降血脂药物 ",,,,,
"浙江向日葵大健康科技股份有限公司",2005-03-21,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"北京银信长远科技股份有限公司",2004-05-31,大数据,数据平台,数据管理系统,分布式存储系统,,,,,,
