"parent_company_name"	"company_name"	"estiblish_time"
"紫光天府科技产业发展有限公司"	"成都紫光润达置业有限公司"	"2018/7/9"
"国投高科技投资有限公司"	"深圳瑞华泰薄膜科技股份有限公司"	"2004/12/17"
"民生药业集团有限公司"	"河南德尔康药业有限公司"	"2002/1/23"
"深国大数据有限公司"	"深圳芯谷科技发展有限公司"	"2019/9/17"
"广州市资拓科技有限公司"	"广州市羿资互联网科技有限公司"	"2017/4/11"
"浙江长宇新材料有限公司"	"山东长宇新材料有限公司"	"2010/8/19"
"西藏高驰科技信息产业集团有限责任公司"	"西藏高驰信息技术服务有限责任公司"	"2019/10/12"
"成都龙泉工艺制香厂"	"成都龙泉工艺制香厂"	"1993/7/6"
"北方华安工业集团有限公司"	"齐齐哈尔华安工业有限责任公司"	"2005/10/31"
"江苏正大森源集团有限公司"	"江苏正大森源无纺滤料有限责任公司"	"2015/8/14"
"汕头经济特区海洋聚苯树脂厂"	"汕头海洋第一聚苯树脂有限公司"	"1995/12/14"
"中国生物技术股份有限公司"	"北京生物制品研究所有限责任公司"	"2016/8/8"
"青岛开世特种橡胶有限责任公司"	"青岛开世特种橡胶科技有限公司"	"2019/4/12"
"佛山德力梅塞尔气体有限公司"	"佛山三水德力梅塞尔气体有限公司"	"2015/1/20"
"江苏正大森源集团有限公司"	"江苏森源环保科技有限公司"	"2016/6/28"
"四川蜀羊防水材料有限公司"	"蜀羊防水科技有限公司"	"2017/6/29"
"陕西省视频大数据建设运营有限公司"	"宝鸡市视频大数据运营有限责任公司"	"2019/4/29"
"嘉和生物药业有限公司"	"玉溪嘉和生物技术有限公司"	"2014/7/8"
"勤上光电股份有限公司"	"广东勤上光电科技有限公司"	"2010/12/21"
"葫芦岛市和强石化有限公司"	"正镶白旗国信石墨烯有限公司"	"2018/11/13"
"深圳市东方拓宇科技有限公司"	"漳州市东方拓宇信息科技有限公司"	"2018/5/29"
"边缘智能研究院南京有限公司"	"南京超维视界科技有限公司"	"2019/7/18"
"中国航天科技集团有限公司"	"中国乐凯集团有限公司"	"1992-04-15"
"苏州协鑫光伏科技有限公司"	"云南协鑫晶体科技发展有限公司"	"2018/6/12"
"勤上光电股份有限公司"	"东莞市煜光照明有限公司"	"2013/11/21"
"扬州协鑫光伏科技有限公司"	"扬州力恒光伏科技有限公司"	"2019/6/25"
"杭州迪安医学检验中心有限公司"	"西藏迪安临床检验中心有限公司"	"2018/1/12"
"青海利亚达化工有限公司"	"西藏宏祥化工有限公司"	"2014/4/1"
"中国盐业集团有限公司"	"中国盐业股份有限公司"	"2013/12/18"
"天津紫光云谷产业园有限公司"	"天津紫光云逸产业园有限公司"	"2019/8/20"
"深圳明科智能科技有限公司"	"桂林明科智能科技有限公司"	"2018/12/25"
"北京贝尔生物工程股份有限公司"	"北京中航赛维生物科技有限公司"	"2013/6/17"
"南岳生物制药有限公司"	"南岳生物汉寿单采血浆站有限公司"	"2006/12/5"
"鸡西市贝特瑞石墨产业园有限公司"	"鸡西长源矿业有限公司"	"2011/10/10"
"福建老源兴医药销售有限公司"	"山西老源兴中药发展有限公司"	"2018/12/26"
"深圳瀚德企业信用服务有限公司"	"深圳瀚德一元科技有限公司"	"2019/6/6"
"浙江云墨绿能科技有限公司"	"杭州云中新材料有限公司"	"2018/12/5"
"湖南中加石墨股份有限公司"	"简阳市龙兴炭素有限公司"	"2008/6/30"
"北京医药集团有限责任公司"	"北京万东库利艾特医用制品有限公司"	"1996/2/5"
"北京太时芯光科技有限公司"	"马鞍山太时芯光科技有限公司"	"2011/3/21"
"平顶山易成新材料有限公司"	"青海中鑫太阳能新材料科技有限公司"	"2008/8/1"
"先头出行服务股份有限公司"	"先友数据网络有限公司"	"2019/12/20"
"霍尔果斯嘉联佳运科技有限公司"	"霍尔果斯嘉联吉达意科技有限公司"	"2017/11/26"
"江苏华益科技有限公司"	"苏州兆达特纤科技有限公司"	"2008/1/24"
"河南禹铨大数据研究院有限公司"	"许昌智能制造研究院有限公司"	"2019/9/17"
"包头市山晟新能源有限责任公司"	"包头市晟博新能源有限责任公司"	"2014/11/25"
"四川紫牛电子科技有限公司"	"四川安宝信息技术有限公司"	"2016/4/20"
"中国供销电子商务有限公司"	"陕西时代云数据科技有限公司"	"2018/7/3"
"天津金耀集团有限公司"	"天津药业集团有限公司"	"1988/7/9"
"沈阳半导体材料厂"	"沈阳半导体材料厂"	"1979/11/28"
"先机股份有限公司"	"先声体育产业有限责任公司"	"2019/9/29"
"文国集团股份有限公司"	"天国建筑工程股份有限公司"	"2016/9/29"
"四平市矿粉厂"	"四平市矿粉厂"	"1987/4/6"
"长乐恒申合纤科技有限公司"	"长乐力恒锦纶科技有限公司"	"2005/10/17"
"南通天丰电子新材料有限公司"	"惠州云天丰电子新材料有限公司"	"2015/6/19"
"青岛华枫晶岳石墨制品工业有限公司"	"青岛华枫晶岳石墨制品工业有限公司"	"1997/11/4"
"重庆昌元化工集团有限公司"	"重庆盎硕科技有限责任公司"	"2015/4/10"
"芜湖天合玻璃纤维有限责任公司"	"芜湖天合玻璃纤维有限责任公司"	"2000/6/12"
"杭州赛鲁班网络科技有限公司"	"杭州赛鲁班医疗科技有限公司"	"2017/9/22"
"青岛有住投资控股有限公司"	"青岛有住宜居建设工程管理有限公司"	"2017/10/23"
"北京市瑞福耐热材料新技术公司"	"北京东铁热陶瓷有限公司"	"1993/4/19"
"高佳太阳能股份有限公司"	"苏州协鑫科技发展有限公司"	"2011/7/4"
"河南禹铨大数据研究院有限公司"	"河南天米大数据有限公司"	"2017/3/31"
"郑州莱士血液制品有限公司"	"莱士南方生物制品有限公司"	"2019/3/8"
"珠海越亚半导体股份有限公司"	"南通越亚半导体有限公司"	"2018/5/31"
"幸福生活集团有限公司"	"深圳市幸福生活医生服务有限公司"	"2018-05-18"
"山西康宝生物制品股份有限公司"	"山西力祥医药有限公司"	"1998/9/16"
"湖南华纳大药厂股份有限公司"	"湖南华纳大药厂医贸有限公司"	"2014/11/12"
"易视腾科技股份有限公司"	"视加慧联科技有限公司"	"2018/7/26"
"广东丰硕生物医药科技有限公司"	"广东科绿生物医药科技有限公司"	"2015/11/9"
"成都麦肯利智能科技有限公司"	"西安麦肯利智能科技有限公司"	"2018/6/4"
"重庆医药和平医药批发有限公司"	"武汉阳光圣世产业发展有限公司"	"2014-10-31"
"浙江百应科技有限公司"	"浙江百应积信智慧科技有限公司"	"2020/5/21"
"中以生物科技有限责任公司"	"湖南以创双聚生物科技有限公司"	"2019-02-03"
"宁波杉杉新材料科技有限公司"	"内蒙古杉杉科技有限公司"	"2017/9/14"
"紫光天府科技产业发展有限公司"	"成都紫光芯喜科技服务有限公司"	"2018/7/9"
"中国医药集团有限公司"	"中国国际医药卫生有限公司"	"1989/2/18"
"华君置业集团有限公司"	"华君置业江苏有限公司"	"2017/9/4"
"山西华元医药生物技术有限公司"	"山西华元医药营销有限公司"	"2016/12/15"
"郭王集团股份有限公司"	"天国法律咨询股份有限公司"	"2017/3/7"
"山东新龙科技股份有限公司"	"山东新龙国际贸易有限公司"	"2011/11/3"
"辽宁兰晶科技有限公司"	"辽宁蓝氟新材料科技发展有限公司"	"2017/9/12"
"湖南中加石墨股份有限公司"	"青岛牯牛化工有限公司"	"2003/6/26"
"吉林精功碳纤维有限公司"	"吉林碳谷复合材料有限公司"	"2006/11/15"
"安徽三安科技有限公司"	"安徽三安科技有限公司深圳分公司"	"2014/12/12"
"苏州润佳工程塑料股份有限公司"	"苏州润佳高分子材料有限公司"	"2012/4/25"
"长安电力华中发电有限公司"	"长安湖南新能源科技有限公司"	"2017/5/24"
"河南中平瀚博新能源有限责任公司"	"河南易成瀚博能源科技有限公司"	"2016/3/28"
"烯旺新材料科技股份有限公司"	"无锡格菲电子薄膜科技有限公司"	"2012/5/15"
"西安东盛医药集团有限公司"	"昆明紫健生物技术有限公司"	"2003/4/29"
"安徽恒心云数据科技有限公司"	"安徽中科信创科技有限公司"	"2018/9/18"
"国药控股分销中心有限公司"	"青海国药控股医药连锁有限公司"	"2016/2/23"
"浙江创力智慧消防科技有限公司"	"江西创力智慧安全科技有限公司"	"2018/4/13"
"郑州莱士血液制品有限公司"	"上林莱士单采血浆有限公司"	"2008/6/21"
"上海航动科技有限公司"	"山东环维通讯科技有限公司"	"2017/7/27"
"霍尔果斯连智福乐科技有限公司"	"霍尔果斯连智康信科技有限公司"	"2017/11/25"
"四川中控成建实业有限公司"	"广汉风发智能科技有限公司"	"2016/2/2"
"吉林万通集团盛泰生物工程股份有限公司"	"梅河口盛泰生物工程有限公司"	"2017/9/15"
"江苏国宾医疗中心有限公司"	"溧阳国宾医疗门诊部有限公司"	"2017/6/9"
"珠海欧比特宇航科技股份有限公司"	"贵阳欧比特宇航科技有限公司"	"2018/5/8"
"武汉迪安医学检验实验室有限公司"	"宜昌迪安医学检验实验室有限公司"	"2016/8/11"
"上风养殖股份有限公司"	"先友数据网络有限公司"	"2019/12/20"
"湖南湘江智能科技创新中心有限公司"	"湖南阿波罗智行科技有限公司"	"2019/3/25"
"昆明市智慧城市建设投资有限公司"	"昆明市网络建设运营有限公司"	"2017/4/7"
"吉林炭素集团有限责任公司"	"上海碳素有限公司"	"2004/3/3"
"天津子牙环保产业园有限公司"	"天津子牙循环经济产业投资发展有限公司"	"2009/4/3"
"中天宽带技术有限公司"	"中天通信技术有限公司"	"2018/6/27"
"云天化集团有限责任公司"	"四川朝汇生物科技有限公司"	"2002/9/29"
"昆山纳诺新材料科技有限公司"	"昆山纳诺新材料科技有限公司深圳龙华分公司"	"2015/6/29"
"天津玉汉尧石墨烯储能材料科技有限公司"	"宁夏汉尧石墨烯储能材料科技有限公司"	"2017/11/7"
"江苏清陶能源科技有限公司"	"江苏清源新材料科技有限公司"	"2018/2/1"
"苏州智加科技有限公司"	"西安智加科技有限公司"	"2017/3/30"
"漳州立达信光电子科技有限公司"	"漳州立达信光电有限公司"	"2015/5/13"
"联通系统集成有限公司"	"联通雄安产业互联网有限公司"	"2018/4/25"
"重庆市天实精工科技有限公司"	"深圳市天实精工科技有限公司"	"2017/5/22"
"长沙小钴科技有限公司"	"长沙钴纳科技有限公司"	"2020/4/15"
"中国航天时代电子有限公司"	"北京兴华机械厂有限公司"	"1991-08-27"
"云南省医药有限公司"	"云南省医药迪庆发展有限公司"	"2019/9/11"
"九次方大数据信息集团有限公司"	"抚州星河大数据产业发展有限公司"	"2018/10/22"
"深圳市虹彩新材料科技有限公司"	"深圳市虹彩新材料科技有限公司长圳分公司"	"2016/10/10"
"杭州钱江聚氨酯新型材料厂"	"杭州钱江聚氨酯新型材料厂"	"1991/10/12"
"连云港市工业投资集团有限公司"	"连云港神特新材料有限公司"	"2008/12/3"
"成都赛诺佳德电子材料开发有限公司"	"成都赛诺佳德电子科技有限公司"	"2012/2/2"
"苏州博腾生物制药有限公司"	"苏州博腾生物科技有限公司"	"2019/9/2"
"上海生物制品研究所有限责任公司"	"成都蓉生药业有限责任公司"	"1997/3/12"
"重庆华丰印刷材料有限公司"	"重庆华丰迪杰特印刷材料有限公司"	"2008/7/16"
"内蒙古杉杉科技有限公司"	"内蒙古杉杉新材料有限公司"	"2018/1/23"
"上海住矿电子浆料有限公司"	"东莞住矿电子浆料有限公司"	"2005/12/31"
"桐昆集团浙江恒腾差别化纤维有限公司"	"浙江恒翔新材料有限公司"	"2019/11/6"
"汕头经济特区海洋聚苯树脂厂"	"汕头海洋聚苯塑料有限公司"	
"世纪晶源科技有限公司"	"深圳世纪晶源激光技术有限公司"	"2006/6/30"
"北京市房山区四联化工厂"	"北京新山化工制品有限公司"	"1994/11/25"
"河南九州通医药有限公司"	"河南博生医药有限公司"	"2006-06-26"
"四川浩普瑞新能源材料股份有限公司"	"六安浩普瑞新能源材料有限公司"	"2018/1/31"
"盘锦中跃光电科技有限公司"	"盘锦银基烯碳新能源科技有限公司"	"2016/9/21"
"贵州玉洁环保科技发展有限公司"	"贵州玉洁环保科技发展有限公司"	"2005/7/25"
"九次方大数据信息集团有限公司"	"德阳智城大数据产业有限公司"	"2016/8/5"
"江苏易守信科技有限公司"	"江苏易守信基因工程有限公司"	"2019/8/20"
"湖南廉桥药都医药有限公司"	"湖南海怀茯苓有限公司"	"2016/10/19"
"深圳市虹彩新材料科技有限公司"	"深圳市兆利新材料科技有限公司"	"2017/3/30"
"紫光天府科技产业发展有限公司"	"成都紫光卓达置业有限公司"	"2018/7/9"
"苏州科立爱德精密科技有限公司"	"苏州科立爱德医疗器械有限公司"	"2019-07-17"
"超彩环保新材料科技有限公司"	"超彩新能源科技有限责任公司"	"2018/3/5"
"深圳市明德智慧教育科技有限公司"	"重庆市智慧明德教育科技有限公司"	"2017/9/15"
"青岛领军新材料科技创新园发展有限公司"	"91652923MA77LK9Y0Q"	"2017/8/7"
"国药控股广州有限公司"	"国药控股肇庆有限公司"	"1999/3/2"
"深圳创维-RGB电子有限公司"	"四川创维智能科技有限公司"	"2019/6/27"
"湖南中加石墨股份有限公司"	"青岛牯牛石墨烯科技有限公司"	"2016/7/5"
"福建永晶科技股份有限公司"	"福建省邵武市永飞化工有限公司"	"2001/5/9"
"国药控股河南股份有限公司"	"国药控股上蔡有限公司"	"2014/9/24"
"勤上光电股份有限公司"	"东莞市霁强光电有限公司"	"2018/5/22"
"合肥海赛信息科技有限公司"	"苏州海赛人工智能有限公司"	"2017/12/27"
"青海省大数据有限责任公司"	"青海数据星河数据清洗基地有限责任公司"	"2018/11/23"
"枞阳县金锡塑化厂"	"枞阳县金锡塑化厂"	"1994/5/16"
"上药控股广东有限公司"	"上药控股深圳有限公司"	"1994/11/27"
"汕头市澄海密封件厂"	"汕头市澄海密封件厂"	"1977/9/1"
"中国生物技术股份有限公司"	"武汉生物制品研究所有限责任公司"	"1990/3/8"
"南通龙达生物新材料科技有限公司"	"海南海惠生物材料有限公司"	"2018/10/10"
"深圳市银波达通信技术有限公司"	"深圳市银波达通信技术有限公司生产中心"	"2006/10/25"
"邹城市恒兴化工制造有限责任公司"	"邹城恒星化工制造有限公司"	"1996/7/24"
"咸阳市电视配件厂"	"咸阳市电视配件厂"	"1989/12/23"
"北京化学工业集团有限责任公司"	"北京华腾投资发展有限公司"	"2001/5/24"
"武汉光谷中心城智慧城市建设投资管理有限公司"	"武汉光谷中心城国信强智慧路灯建设运营管理有限公司"	"2020/4/7"
"赣州诚正稀土新材料股份有限公司"	"江西东涵科技协同创新有限公司"	"2019/9/20"
"新富财物联网运营有限公司"	"深圳市新富财旅购物联网运营有限公司"	"2013/3/21"
"泰山信息科技有限公司"	"泰山新技术发展有限公司"	"2018/12/29"
"江苏爱多能源科技股份有限公司"	"吉林爱多能源有限公司"	"2017/8/21"
"湖南博深供应链有限公司"	"深圳保适克智慧健康产业发展有限公司"	"2020-03-24"
"广东通用医药有限公司"	"湛江通用万邦医药有限公司"	"2004/11/12"
"陕西天宏硅材料有限责任公司"	"陕西有色光电科技有限公司"	"2011/6/22"
"成都开飞高能化学工业有限公司"	"重庆开飞新材料科技有限公司"	"2018/8/28"
"杭州迪安医学检验中心有限公司"	"武汉迪安医学检验实验室有限公司"	"2011/11/10"
"山西帷幄智能停车运营管理有限公司"	"沁水县帷幄智能停车运营管理有限公司"	"2018/8/27"
"国药集团广东环球制药有限公司"	"吉林百琦药业有限公司"	"2004/3/9"
"九次方大数据信息集团有限公司"	"重庆云畔大数据产业发展有限公司"	"2018/8/23"
"太极集团有限公司"	"重庆太极药用动植物资源开发有限公司"	"2000/10/10"
"中国生物技术股份有限公司"	"成都生物制品研究所有限责任公司"	"1981/11/25"
"武汉紫江企业有限公司"	"武汉紫江统一企业有限公司"	"2011/7/29"
"上海兰卫医学检验所股份有限公司"	"徐州医大医学检验实验室有限公司"	"2016/4/1"
"中国德力西控股集团有限公司"	"上海博恩世通光电股份有限公司"	"2009/11/13"
"先声旅游产业股份有限公司"	"先声国际文化交流股份公司"	"2019/9/29"
"中国生物技术股份有限公司"	"兰州生物制品研究所有限责任公司"	"1983/4/4"
"重庆桐君阁股份有限公司"	"海南太极海洋药业有限公司"	"2016/6/16"
"苏州互盟信息存储技术有限公司"	"苏州互盟山信息科技有限公司"	"2016/12/21"
"广东旭远科技有限公司"	"汕头市旭远科技有限公司"	"2016/4/9"
"杭州福膜新材料科技股份有限公司"	"绍兴福膜新材料有限公司"	"2014/9/9"
"江门市阪桥电子材料有限公司"	"江门市欧溢光电科技有限公司"	"2013/8/15"
"成都蓉生药业有限责任公司"	"国药集团上海血液制品有限公司"	"2016/7/28"
"深圳国人无线通信有限公司"	"深圳国人通信技术服务有限公司"	"2005/3/11"
"先机股份有限公司"	"和堂中医养生股份有限公司"	"2019/9/29"
"芜湖坚美高级汽车涂料有限公司"	"芜湖坚美高级汽车涂料有限公司"	"1993/9/27"
"辽宁海思科制药有限公司"	"沈阳海思科制药有限公司"	"2015/2/5"
"陕西中传智慧大数据产业发展有限公司"	"铜川云谷大数据有限公司"	"2019/8/13"
"青岛有住投资控股有限公司"	"成都有住智能家居有限公司"	"2017/4/18"
"成都蓉生药业有限责任公司"	"忻州天坛生物单采血浆有限公司"	"2007/1/12"
"上海尚融供应链管理有限公司"	"江苏诺信达电缆科技有限公司"	"2016/6/29"
"枣阳四海化工有限公司"	"湖北新四海化工股份有限公司"	"2009/7/7"
"湖北江汉良机石化工程集团有限公司"	"江汉油田大宇石油技术开发潜江有限公司"	"2000/6/7"
"安徽硕威智能科技有限公司"	"安徽玛克尔智能采暖设备有限公司"	"2017/2/4"
"上饶市农垦产业投资发展有限责任公司"	"上饶市农垦实业集团有限公司"	"2018/12/20"
"湖北海金杨科技有限公司"	"湖北海金杨业伟科技开发有限责任公司"	"2019/9/9"
"河南信息产业投资有限公司"	"河南云政数据管理有限公司"	"2017/1/19"
"山东行知聚氨酯新材料发展服务有限公司"	"山东行知新型聚氨酯材料有限公司"	"2017/11/18"
"中国石油集团渤海石油装备制造有限公司"	"巨龙钢管有限公司"	"2000/4/18"
"东莞宏威数码机械有限公司"	"东莞晨真光伏有限公司"	"2009/4/2"
"杭州迪安医学检验中心有限公司"	"西安迪安医学检验实验室有限公司"	"2015/4/27"
"先头出行服务股份有限公司"	"先游旅游网络有限公司"	"2019/12/20"
"恒大地产集团重庆有限公司"	"重庆恒大鑫泉置业有限公司"	"2013/6/6"
"贵阳市大数据产业集团有限公司"	"贵阳块数据城市建设有限公司"	"2014/7/28"
"东北电力装备集团有限责任公司"	"东北电力装备集团哈尔滨电气装备有限责任公司"	"2016/3/1"
"江苏博砚电子科技有限公司"	"江苏科特美新材料有限公司"	"2016/10/24"
"黄山市东晶光电科技有限公司"	"呼伦贝尔东晶光电蓝宝石科技有限公司"	"2016/9/9"
"尚德太阳能电力有限公司"	"上海讵新德科技发展有限公司"	"2019/5/10"
"吉林炭素有限公司"	"吉蒙炭素有限公司"	"2018/1/11"
"苏州兆达特纤科技有限公司"	"中化高性能纤维材料有限公司"	"2019/2/28"
"杭州微策生物技术有限公司"	"杭州微策医疗器械有限公司"	"2019/5/16"
"仁宏医药有限公司"	"临沂华大医学检验所有限公司"	"2018/11/27"
"青岛新诺科控股集团有限公司"	"威海新诺科石墨烯科技有限公司"	"2019/10/31"
"国网青海省电力公司"	"青海绿能数据有限公司"	"2019/1/11"
"中国医药工业研究总院"	"上海医药工业研究院"	"2001/7/16"
"丽水市大数据管理有限公司"	"丽水市大数据运营有限公司"	"2020/1/2"
"新疆黑山煤炭化工有限公司"	"新疆新华环保科技有限责任公司"	"2016/9/26"
"广州白云山企业集团有限公司"	"广州白云山制药股份有限公司"	"1992/12/22"
"江苏荃信生物医药有限公司"	"泰州市赛孚聚力生物医药有限公司"	"2018/7/6"
"华润江中制药集团有限责任公司"	"江西江中医药商业运营有限责任公司"	"2018/12/24"
"长江存储科技控股有限责任公司"	"长江存储科技有限责任公司"	"2016/7/26"
"威海市金猴进出口贸易有限公司"	"山东飞耀电子科技有限公司"	"2015/12/1"
"合肥欧创基因生物科技有限公司"	"合肥仁创基因生物科技有限公司"	"2018-10-17"
"青岛中物云传智能科技有限公司"	"青岛中科毫末精密科技有限公司"	"2020/4/10"
"国药控股广州有限公司"	"国药控股佛山有限公司"	"1986/1/15"
"浙江钧普科技股份有限公司"	"无锡钧普科技有限公司"	"2013/5/14"
"先头出行服务股份有限公司"	"天付智能科技有限公司"	"2019/12/20"
"深圳市华禹无线供电技术有限公司"	"宝鸡华禹无线供电技术有限公司"	"2019/10/24"
"武汉盛为芯科技有限公司"	"湖北盛为芯技术有限公司"	"2019/8/12"
"兰州生物制品研究所有限责任公司"	"成都蓉生药业有限责任公司"	"1997/3/12"
"晋中兴源五交化有限责任公司"	"晋中兴源五交化有限责任公司"	"2000/5/30"
"苏州国云数据科技有限公司"	"盐城国云数据科技有限公司"	"2017/6/15"
"江苏予良新超科纳米科技有限公司"	"宿迁予良新超科纳米技术开发有限公司"	"2019-08-12"
"湖北骁尧智慧停车运营管理有限公司"	"馆陶县智慧城市停车运营管理有限公司"	"2019/10/18"
"国药控股广州有限公司"	"国药控股珠海有限公司"	"2004/7/27"
"贵州开磷集团股份有限公司"	"贵州开磷磷酸盐化工有限责任公司"	"2016/8/10"
"南京迪安医学检验所有限公司"	"淮安淮卫迪安医学检验所有限公司"	"2009/6/8"
"天津长芦华信化工股份有限公司"	"四川富华信新材料科技有限公司"	"2017/3/22"
"华润广东医药有限公司"	"华润珠海医药有限公司"	"2013/9/4"
"陕西秦风气体股份有限公司"	"渭南陕鼓气体有限公司"	"2010/10/9"
"四川贡渣银行石墨烯科技有限公司"	"成都贡渣银行香江实业有限公司"	"2017/1/11"
"安徽大德中电智能科技有限公司"	"昆明大德中电智能科技有限公司"	"2019/3/6"
"漳州巨铭石墨材料有限公司"	"宿迁唯道新能源科技有限公司"	"2016/10/27"
"湖北葛店人福药用辅料有限责任公司"	"湖北葛店人福药用辅料贸易有限责任公司"	"2013/7/24"
"蓬莱华准能源科技有限公司"	"蓬莱绿洁新能源有限公司"	"2016/5/9"
"华鼎国联电池材料有限公司"	"华鼎国联四川电池材料有限公司"	"2017/6/16"
"上海远嘉信息科技有限公司"	"山东远嘉智能科技有限公司"	"2018/7/11"
"北京东进世美肯科技有限公司"	"鄂尔多斯市东进世美肯电子材料有限公司"	"2013/7/2"
"九次方大数据信息集团有限公司"	"青海省大数据有限责任公司"	"2016/8/4"
"宁夏艾森达新材料科技有限公司"	"银川艾森达新材料发展有限公司"	"2017/11/28"
"上海南洋万邦软件技术有限公司"	"上海南洋软件系统集成有限公司"	"2004/9/24"
"江苏道勃科技有限公司"	"如东科尔特新材料有限公司"	"2016/12/14"
"先头手机股份有限公司"	"先声体育产业有限责任公司"	"2019/9/29"
"国药控股河南股份有限公司"	"国兴大健康产业发展有限公司"	"2017-08-04"
"讯之美物联网服务有限公司"	"云盾大数据服务有限公司"	"2016/10/9"
"浙江精业新兴材料有限公司"	"浙江精功碳纤维有限公司"	"2016/11/1"
"西安回天血液制品有限责任公司"	"安康回天单采血浆站有限责任公司"	"2016/7/28"
"浙江云墨绿能科技有限公司"	"临沂云墨绿能科技有限公司"	"2019/5/28"
"盐城大丰科二光伏电力有限公司"	"盐城市大丰区学二新能源发电有限公司"	"2018/4/18"
"珠海晶讯聚震科技有限公司"	"滁州晶讯聚震微电子有限公司"	"2019/7/3"
"国药集团广东环球制药有限公司"	"甘肃中平仓储服务有限公司"	"2018/8/7"
"蓝锋人工智能科技股份公司"	"先声国际文化交流股份公司"	"2019/9/29"
"深圳市东方拓宇科技有限公司"	"宜宾东方拓宇科技有限公司"	"2019/10/14"
"深圳市新然实业发展有限公司"	"深圳市顺麟科技有限公司"	"2019/3/1"
"广东旭远科技有限公司"	"广东旭远尊尼科技有限公司"	"2018/12/10"
"河南天一航天科技有限公司"	"安徽天一航天科技有限公司"	"2017/1/3"
"中国铁路太原局集团有限公司"	"山西三晋地方铁路开发集团有限公司"	"2002/3/7"
"安徽宝信信息科技有限公司"	"安徽木鱼智能科技股份有限公司"	"2020/1/9"
"苏州美源达环保科技股份有限公司"	"太仓美源达环保设备有限公司"	"2016/6/16"
"天津渤海化工有限责任公司"	"天津渤海化工有限责任公司天津化工厂"	"2000/12/20"
"江苏亚电科技有限公司"	"无锡亚电智能装备有限公司"	"2017/5/12"
"四川省简阳港通有限公司"	"四川省简阳港通有限公司"	"1998/1/13"
"湖南帝京环保新材料有限公司"	"湖南玛莱宝新材料科技有限公司"	"2018/6/20"
"江苏环亚医用科技集团股份有限公司"	"江苏振邦智慧城市信息系统有限公司"	"2011/3/15"
"天诺光电材料股份有限公司"	"山东天诺电磁屏蔽材料有限公司"	"2009/2/6"
"宜兴市染料化工厂"	"宜兴超达染料化工有限公司"	"1994/6/8"
"北京同仁堂商业投资集团有限公司"	"北京同仁堂济源药店有限公司"	"2012/8/24"
"重庆爱上智能车科技有限公司"	"重庆艾上晟科技有限公司"	"2019/8/6"
"江苏卡为智谷电子科技有限公司"	"江苏卡为高科技产业管理有限公司"	"2016/9/5"
"内蒙古泰兴泰丰化工有限公司"	"内蒙古泰兴泰丰江苏化工有限公司"	"2016/4/25"
"珠海巨晟科技股份有限公司"	"广州巨晟微电子股份有限公司"	"2019/5/27"
"卓智网络科技有限公司"	"安徽卓智信息技术有限公司"	"2016/8/3"
"上海纳微涂层有限公司"	"天津纳微华瑞科技有限公司"	"2014/3/10"
"九次方大数据信息集团有限公司"	"江苏江淮大数据产业发展有限公司"	"2019/6/19"
"湖北楚天高速投资有限责任公司"	"武汉腾路智行科技有限公司"	"2017/11/9"
"青海零点新能源科技有限公司"	"青海金锂新能源科技有限公司"	"2018/6/20"
"河北大安制药有限公司"	"曲靖博晖生物科技有限公司"	"2018/11/6"
"贵州开磷集团股份有限公司"	"贵州开磷有限责任公司"	"2005/3/31"
"河南海王医药集团有限公司"	"河南佐今明医药有限公司"	"2002/5/13"
"阜宁协鑫光伏科技有限公司"	"苏州协鑫科技发展有限公司"	"2011/7/4"
"内蒙古杉杉科技有限公司"	"包头市石墨烯材料研究院有限责任公司"	"2015/11/11"
"广东芳源环保股份有限公司"	"江门芳源锂能科技有限公司"	"2018/8/29"
"深圳微品致远信息科技有限公司"	"武汉微品致远信息科技有限公司"	"2017/5/4"
"重庆天原实业集团有限责任公司"	"重庆腾泽化学有限公司"	"2006/7/28"
"宁夏启元药业有限公司"	"宁夏启元医药有限公司"	"2002-04-08"
"广东双林生物制药有限公司"	"隰县双林单采血浆有限公司"	"2011/8/8"
"九次方大数据信息集团有限公司"	"河南平原大数据交易中心有限公司"	"2017/11/27"
"江苏中能硅业科技发展有限公司"	"阜宁协鑫光伏科技有限公司"	"2015/11/26"
"济宁市海富电子科技有限公司"	"苏州凡络新材料科技有限公司"	"2018/8/24"
"胜国集团股份有限公司"	"天国会计服务股份有限公司"	"2017/2/15"
"河北中重农业科技有限公司"	"大雄农业科技有限公司"	"2017/10/9"
"廊坊瑞华石化有限公司"	"兰州沃原石化有限公司"	"2009/8/4"
"湖南康麓生物科技有限公司"	"涟源康麓生物科技有限公司"	"2015/6/29"
"江苏明珠硅橡胶材料有限公司"	"安徽迈腾新材料有限公司"	"2018/8/30"
"深圳市前海亿车科技有限公司"	"江苏绿金讯车交通科技有限公司"	"2018/4/3"
"中国普天信息产业股份有限公司"	"北京普天太力通信科技有限公司"	"1992-09-01"
"辉南县聚氨酯保温材料厂"	"辉南县聚氨酯保温材料厂"	"2001/2/22"
"陕西九州生物科技股份有限公司"	"陕西九州生物医药科技集团有限公司"	"2006/9/11"
"富通集团有限公司"	"天津富通集团有限公司"	"2008/11/12"
"沈阳卓芯数据科技有限公司"	"沈阳视鉴通科技有限公司"	"2020/4/29"
