"parent_company_name"	"company_name"	"estiblish_time"
"富通集团有限公司"	"富通技术研究院有限公司"	"2013/8/19"
"仁国集团股份有限公司"	"天国大酒店股份有限公司"	"2017/2/14"
"上海世浦泰膜科技有限公司"	"武汉世浦泰盛鼎环保科技有限公司"	"2015/6/29"
"重庆九州通医药有限公司"	"重庆乾元医药有限公司"	"2007/5/30"
"内蒙古天陆新能源科技有限公司"	"内蒙古汉马硅业有限公司"	"2011/1/28"
"华润江中制药集团有限责任公司"	"江西江中中药饮片有限公司"	"2004/5/18"
"湖北硅元新材料科技有限公司"	"湖北傲鑫化工有限公司"	"2012/12/21"
"嘉兴中易碳素科技有限公司"	"嘉兴中易碳素科技有限公司深圳分公司"	"2015/3/24"
"钟祥纽维光电科技有限公司"	"钟祥富维通信科技有限公司"	"2016/10/13"
"皖南氟塑料泵阀厂"	"皖南氟塑料泵阀厂重庆销售部"	"1996/5/8"
"石家庄市鱼鹰油漆厂"	"石家庄市鱼鹰油漆厂"	"1997/11/24"
"江苏大象东亚制漆有限公司"	"苏州大象涂料销售有限公司"	"2009/9/15"
"深圳极视角科技有限公司"	"洛阳极视角智能科技有限公司"	"2016/8/2"
"先头出行服务股份有限公司"	"先声国际文化交流股份公司"	"2019/9/29"
"浙江博蓝特半导体科技股份有限公司"	"蚌埠博蓝特半导体科技有限公司"	"2016/5/17"
"上海翔芯集成电路有限公司"	"安徽力芯微电子有限公司"	"2018/9/28"
"重庆太极药用动植物资源开发有限公司"	"重庆市涪陵区希兰生物科技有限公司"	"2000/10/26"
"深圳极视角科技有限公司"	"珠海极市科技有限公司"	"2019/8/29"
"广东博智林机器人有限公司"	"广东博智林智能技术有限公司"	"2018/8/23"
"兴国逸豪实业有限公司"	"兴国县长电发展有限责任公司"	"2002/11/14"
"浙江好亚能源股份有限公司"	"浙江昂成新能源有限公司"	"2015/5/25"
"廊坊开发区建设发展有限公司"	"廊坊开发区虚拟现实科技有限公司"	"2017/9/4"
"国药控股广西有限公司"	"国药控股北海有限公司"	"2014/2/28"
"苏州汉天下电子有限公司"	"深圳汉天下微电子有限公司"	"2019/8/9"
"天津市医药集团有限公司"	"天津市普光医用材料制造有限公司"	"2001-09-27"
"黑龙江哈工石墨科技有限公司"	"鸡西哈工新能源材料有限公司"	"2018/11/6"
"中国航天科技集团有限公司"	"中国航天时代电子有限公司"	"1989/4/1"
"沈阳市阻燃材料厂"	"沈阳市阻燃材料厂"	"1985/2/19"
"青岛中电绿网新能源有限公司"	"山东中电绿网电气科技有限公司"	"2018/11/1"
"深圳市硅湾工业互联网科技有限公司"	"深圳市腾飞信息系统集成有限公司"	"2016/11/14"
"仁国集团股份有限公司"	"天国物业服务股份有限公司"	"2017/2/14"
"河南九州通医药有限公司"	"河南省康之源医药有限公司"	"2004/3/24"
"长沙小钴科技有限公司"	"海南小钴科技有限公司"	"2018/10/16"
"山东兴丰新能源科技有限公司"	"内蒙古兴丰新能源科技有限公司"	"2017/10/23"
"宁波人健化学制药有限公司"	"宁波人健医药化工有限公司"	"2010/12/2"
"天津卓朗科技发展有限公司"	"江西卓朗数字科技有限公司"	"2017/4/12"
"河南海王医药集团有限公司"	"河南海王文峰医药有限公司"	"2019/3/11"
"黑龙江哈工石墨科技有限公司"	"鸡西哈工天然石墨负极材料有限公司"	"2019/10/22"
"营口市化工厂"	"营口市兴东化工有限公司"	"2002/3/4"
"上海电脑打印公司浦东分部"	"上海电脑打印公司浦东分部"	"1993/9/13"
"洛阳市西工五女冢化工厂"	"洛阳市西工五女冢化工厂"	"1983/7/19"
"武汉华大医学检验所有限公司"	"长垣华大医学检验所有限公司"	"2015/11/9"
"江西中泰新材料科技有限公司"	"石狮申泰新材料科技有限公司"	"2018/9/29"
"富通集团有限公司"	"杭州富通电线电缆有限公司"	"1995/12/5"
"广东骏丰频谱股份有限公司"	"广东骏丰医疗器械有限公司"	"2014-05-08"
"九次方大数据信息集团有限公司"	"云南彩云大数据产业发展有限公司"	"2016/8/16"
"陕西省大数据集团有限公司"	"吉林省吉林祥云信息技术有限公司"	"2018/12/28"
"深圳市虹彩新材料科技有限公司"	"深汕特别合作区虹彩新材料有限公司"	"2016/4/21"
"汉中锦坤源生物科技有限公司"	"汉中鑫楠源科技有限公司"	"2019/5/10"
"北京同仁堂商业投资集团有限公司"	"北京同仁堂通化药店有限公司"	"2017/12/12"
"康乃尔化学工业股份有限公司"	"吉林市大族化工有限公司"	"2009/10/14"
"深圳市华禹无线供电技术有限公司"	"西安华尧无线供电科技有限责任公司"	"2015/7/21"
"广东耐享创新科技有限公司"	"广东耐享涂料技术有限公司"	"2016/8/25"
"九次方大数据信息集团有限公司"	"广西大数据产业发展有限公司"	"2018/1/15"
"咸阳溶剂厂"	"咸阳溶剂厂"	"1995/4/18"
"菏泽市瑞宏光伏电力有限公司"	"山东冠源电力有限公司"	"2015/6/5"
"云上丝路大数据产业发展有限公司"	"云上丝路国际教育交流有限公司"	"2018/1/22"
"广州白云山制药股份有限公司"	"广州白云山天心制药股份有限公司"	"1993/1/28"
"福建算芯科技有限公司"	"福建省算域大数据科技有限公司"	"2018/11/12"
"深圳华烯新材料有限公司"	"九江烯诺菲科技有限公司"	"2017/12/15"
"昆明钢铁集团有限责任公司"	"云南昆钢集团机械制造工程有限公司"	"2001/5/29"
"深圳瑞华泰薄膜科技股份有限公司"	"上海金門量子科技有限公司"	"2019/3/13"
"中国医药工业研究总院"	"上海欣生源药业有限公司"	"2003/7/23"
"江苏博砚电子科技有限公司"	"无锡博宸新材料有限公司"	"2019/9/26"
"上海市宝山区双流化工厂"	"上海市宝山区双流化工厂"	"1991/9/1"
"南京物联传感技术有限公司"	"泰州云家智能技术有限公司"	"2018/12/10"
"威海北洋电气集团股份有限公司"	"威海北洋控股股份有限公司"	"2015/12/28"
"杭州迪安医学检验中心有限公司"	"长沙迪安医学检验所有限公司"	"2014/8/29"
"苏州汉天下电子有限公司"	"绍兴汉天下微电子有限公司"	"2020/4/29"
"富通集团有限公司"	"深圳富通科技集团有限公司"	"2015/12/16"
"江苏鸿程大数据技术与应用研究院有限公司"	"南京鸿程信息科技有限公司"	"2019/4/1"
"东莞宏威薄膜真空技术有限公司"	"河南新能光伏有限公司"	"2008/7/9"
"长沙市南方光电技术设备有限公司"	"长沙市南方光电技术设备有限公司"	"2000/11/16"
"江苏坤力生物制药有限责任公司"	"山东坤力生物制药有限责任公司"	"2020/4/23"
"内蒙古三爱富万豪氟化工有限公司"	"内蒙古奥特普氟化学新材料开发有限公司"	"2006/11/6"
"东北制药集团有限责任公司"	"北海北拓医药发展有限公司"	"1993/7/6"
"山西沁新能源集团股份有限公司"	"山西沁新集团新创能源科技有限公司"	"2017/5/18"
"湖南尔湾科技发展有限公司"	"深圳保适克智慧健康产业发展有限公司"	"2020-03-24"
"河南天一航天科技有限公司"	"河南天一电能科技有限公司"	"2016/12/6"
"乐福之家纳米材料有限责任公司"	"辽宁乐福之家石墨烯应用科技有限公司"	"2019/7/5"
"福建睿思特科技股份有限公司"	"昆明智睿信息技术有限公司"	"2018/9/21"
"四川长虹教育科技有限公司"	"西藏净虹信息科技有限责任公司"	"2016/7/6"
"珠海晶讯聚震科技有限公司"	"天津思高制程技术有限公司"	"2019/3/8"
"南安市新城建材贸易有限公司"	"南安市凤栖投资建设有限公司"	"2011/1/5"
"安徽省盐业投资控股集团有限公司"	"中国盐业股份有限公司"	"2013/12/18"
"海南四环医药有限公司"	"西藏康馨药业有限公司"	"2016/6/6"
"河北永泰化工集团有限公司"	"河北永泰柯瑞特化工有限公司"	"2006/9/21"
"数字遵义建设投资有限公司"	"遵义数投信息技术服务有限责任公司"	"2019/12/9"
"浙江蓝盾药业有限公司"	"南京蓝盾生物科技有限公司"	"2018/7/11"
"贵州华芯集成电路产业投资有限公司"	"贵州华芯云数据技术有限公司"	"2016/6/27"
"沈阳汽车工业贸易总公司"	"沈阳汽车工业贸易总公司"	"1979/12/1"
"成都贡渣银行石墨烯国际贸易有限公司"	"四川贡渣银行科技博览园有限公司"	"2017/2/21"
"营口绿色包装制品有限责任公司"	"营口绿色包装制品有限责任公司"	"2000/1/11"
"沈阳威斯柯改性塑料厂"	"沈阳威斯柯改性塑料厂"	"1998/11/16"
"四川远大蜀阳药业有限责任公司"	"平南县蜀阳单采血浆有限公司"	"2006/11/1"
"紫光天府科技产业发展有限公司"	"成都紫光锦达置业有限公司"	"2018/7/9"
"上海博恩世通光电股份有限公司"	"鄂尔多斯市腾飞科技有限公司"	"2012/5/31"
"上海和旭自动化股份有限公司"	"内蒙古泽旭机器人有限公司"	"2018/7/17"
"国药控股河南股份有限公司"	"国药控股驻马店新特药有限公司"	"2017/12/7"
"广东大普通信技术有限公司"	"广东敏芯半导体有限公司"	"2017/9/26"
"济南浪潮慧投信息科技有限公司"	"攀枝花浪潮智慧城市科技有限公司"	"2019/1/7"
"海南通用同盟药业有限公司"	"海南通用同盟医药有限公司"	"2000/1/24"
"铜陵化学工业集团有限公司"	"安徽长江工业大数据科技股份公司"	"2019/2/27"
"成都天齐增材智造有限责任公司"	"成都优材科技有限公司"	"2015/4/3"
"九次方大数据信息集团有限公司"	"宝鸡市大数据有限责任公司"	"2017/6/2"
"陕西省大数据集团有限公司"	"陕西时代云数据科技有限公司"	"2018/7/3"
"九次方大数据信息集团有限公司"	"沧州市大数据产业发展有限公司"	"2017/11/30"
"临沂斯科瑞聚氨酯材料有限公司"	"山东行知聚氨酯新材料发展服务有限公司"	"2017/9/22"
"江苏正大森源集团有限公司"	"江苏正大森源滤料有限公司"	"2015/5/29"
"深圳市国创珈伟石墨烯科技有限公司"	"惠州市国创珈伟石墨烯科技有限公司"	"2018/4/17"
"连州市凯恩斯纳米材料有限公司"	"连州市中荟新材料有限公司"	"2013/11/5"
"合肥中航天成电子科技有限公司"	"合肥先进封装陶瓷有限公司"	"2019/5/21"
"郑州大数据发展有限公司"	"数字郑州科技有限公司"	"2019/9/10"
"海南大陆方舟数据科技有限公司"	"广安大陆方舟数据科技有限公司"	"2019/3/14"
"成都贡渣银行香江实业有限公司"	"四川贡渣银行石墨烯科技有限公司"	"2016/12/7"
"易视星空科技无锡有限公司"	"深圳市小镜科技有限公司"	"2015/7/24"
"武钢集团昆明钢铁股份有限公司"	"红河钢铁有限公司"	"2004/1/30"
"东北电力装备集团有限责任公司"	"东北电力装备集团黑龙江变压器有限责任公司"	"2016/3/4"
"紫光天府科技产业发展有限公司"	"成都紫光芯悦科技服务有限公司"	"2018/7/9"
"青岛艾森达新材料科技有限公司"	"宁夏艾森达新材料科技有限公司"	"2013/12/27"
"青岛天狗物联科技有限公司"	"山东天狗智慧城市运营科技有限责任公司"	"2019/10/14"
"矽时代材料科技股份有限公司"	"广东信翼科技有限公司"	"2012/9/12"
"山西潞安太阳能科技有限责任公司"	"山西潞阳光伏科技有限公司"	"2017/3/8"
"珠海欧比特宇航科技股份有限公司"	"广东欧比特人工智能研究院有限公司"	"2018/9/25"
"亚泰医药集团有限公司"	"吉林亚泰永安堂药业有限公司"	"1998/7/13"
"北京环宇京辉京城气体科技有限公司"	"北京市北氧特种气体研究所有限公司"	"1997/11/12"
"河南天一航天科技有限公司"	"河南中航天一新能源科技有限公司"	"2017/4/6"
"新奥集团股份有限公司"	"石家庄新奥投资有限公司"	"2004/10/21"
"贵州开磷集团股份有限公司"	"贵阳开磷化肥有限公司"	"2002/3/5"
"吉林敖东延边药业股份有限公司"	"吉林敖东瑞丰包装股份有限公司"	"2018/4/26"
"上海永鼎光电子技术有限公司"	"武汉永鼎光电子技术有限公司"	"2016/9/30"
"华能泰山电力有限公司"	"特变电工山东鲁能泰山电缆有限公司"	"2003/8/25"
"数字广西集团有限公司"	"云上广西网络科技有限公司"	"2018/7/20"
"华润医药商业集团有限公司"	"华润湖北金马医药有限公司"	"1997/12/17"
"讯之美物联网服务有限公司"	"西昌云盾大数据服务有限公司"	"2018/4/13"
"河南天一航天科技有限公司"	"河南天一超级电容科技有限公司"	"2016/12/6"
"中国乐凯集团有限公司"	"保定市乐凯化学有限公司"	"2002/9/25"
"海南大陆方舟数据科技有限公司"	"南充大陆方舟数据科技有限公司"	"2019/4/16"
"沈阳威斯柯改性塑料厂"	"沈阳贝斯利塑胶有限公司"	"1999/7/16"
"河南华夏御方中药有限公司"	"海王华夏中医药有限公司"	"2018/6/6"
"重庆桐君阁股份有限公司"	"太极集团重庆涪陵医药有限公司"	"1981/3/12"
"安徽华宇创芯科技有限公司"	"安徽华宇创芯科技有限公司深圳分公司"	"2017/4/28"
"成都贡渣银行石墨烯国际贸易有限公司"	"四川贡渣银行石墨烯科技有限公司"	"2016/12/7"
"广东双林生物制药有限公司"	"石楼县双林单采血浆有限公司"	"2010/7/6"
"锦州市橡胶四厂"	"锦州市橡胶四厂"	"2002/4/17"
"苏州美源达环保科技股份有限公司"	"邢台美源达环保科技有限公司"	"2018/8/14"
"河南鑫世汇新能源科技有限公司"	"河南新中能西平科技有限公司"	"2018/6/29"
"铜陵化学工业集团有限公司"	"东方化肥有限公司"	"1993/7/8"
"广东海王医药集团有限公司"	"惠州海王鸿钰药业有限公司"	"2003/12/8"
"深圳市火花传媒有限公司"	"深圳市眼界科技有限公司"	"2015/2/4"
"江西倬云数字产业集团有限公司"	"江西倬云信息产业有限公司"	"2020/5/8"
"内蒙古大雁矿业集团有限责任公司"	"呼伦贝尔大雁医院有限公司"	"2004/10/12"
"深圳前海中成金丰投资管理有限公司"	"广东中成卫星微电子发展有限公司"	"2014/5/14"
"内蒙古阜丰生物科技有限公司"	"吉林中粮生物材料有限公司"	"2015/7/29"
"上海申南树脂化工厂"	"上海申南树脂化工厂"	"1992/1/30"
"上海聚惠生物医药产业开发有限公司"	"上海聚惠物业管理有限公司"	"2012/8/9"
"南京迪安医学检验所有限公司"	"昆山迪安医学检验实验室有限公司"	"2014/6/17"
"包头盈德投资有限公司"	"乌海盈德气体有限公司"	"2012/1/19"
"福建恒荣科技服务集团有限公司"	"福建富星通科技有限公司"	"2020/4/28"
"青岛有住云科智能家居有限公司"	"合肥有住云科智能家居有限公司"	"2019/2/18"
"浙江华数广电网络股份有限公司"	"衢州华数广电网络有限公司"	"2003/11/20"
"济南浪潮智投智能科技有限公司"	"成都浪潮云海产业发展有限公司"	"2019/11/19"
"浙江泰德新材料有限公司"	"浙江瑞博宝珞杰新材料有限公司"	"2017/8/31"
"吴县市东峰助剂厂"	"吴县市东峰助剂厂"	"1993/12/15"
"深圳市虹彩新材料科技有限公司"	"嘉兴市彩联新材料科技有限公司"	"2012/10/18"
"宁波东盛集成电路元件有限公司"	"宁波东顺电子科技有限公司"	"2014/3/14"
"浙江三万药业有限公司"	"温州瓯林生物科技有限公司"	"2017/3/16"
"广西天微电子有限公司"	"广西观在自动化设备有限公司"	"2019/12/13"
"贵阳市医药电商服务有限公司"	"贵州康心药业有限公司"	"2002/2/7"
"地利农产品投资控股有限公司"	"长春地利农副产品有限公司"	"2016-01-15"
"四川兴能新材料有限公司"	"四川剑兴锂电池有限公司"	"2013/4/10"
"佳木斯市聚氨酯材料厂保温工程队"	"佳木斯市聚氨酯材料厂保温工程队"	"1995/4/19"
"深圳纳弘熠岦产业管理有限公司"	"深圳纳弘熠岦光印科技有限公司"	"2017/9/25"
"天津市路发印刷厂"	"天津市路征印务有限公司"	"1996/5/13"
"先头手机股份有限公司"	"和堂中医养生股份有限公司"	"2019/9/29"
"安徽明天新能源科技有限公司"	"安徽明天氢能科技股份有限公司"	"2017/8/9"
"上海日利精细化工厂"	"上海日利精细化工厂"	"1992/8/21"
"山东泰丰控股集团有限公司"	"山东泰丰惠达经贸有限公司"	"1992/6/15"
"四川远大蜀阳药业有限责任公司"	"融安蜀阳单采血浆有限公司"	"2007/2/9"
"黑龙江普莱德新材料科技有限公司"	"鸡西市东北亚矿产资源有限公司"	"2011/4/15"
"中设核石墨有限公司"	"民天能源科技有限公司"	"2016/5/18"
"河南黄河实业集团股份有限公司"	"河南力旋科技股份有限公司"	"2016/4/6"
"厦门日华科技股份有限公司"	"乌海市宏晟数据科技有限公司"	"2017/7/24"
"安徽大德中电智能科技有限公司"	"安徽大德物联科技有限公司"	"2019/2/22"
"广州轻工工贸集团有限公司"	"广州太平洋马口铁有限公司"	"1994/12/26"
"潮阳市粤潮医药公司"	"潮阳市粤潮医药公司"	"1993/12/29"
"胜国集团股份有限公司"	"天国商场股份有限公司"	"2016/12/5"
"郭王集团股份有限公司"	"天国酒业股份有限公司"	"2017/2/14"
"深圳市科比特航空科技有限公司"	"山东科比特航空科技有限公司"	"2020/3/16"
"黎明化工研究设计院有限责任公司"	"洛阳黎明化工科技有限公司"	"2016/12/5"
"杭州迪安医学检验中心有限公司"	"黑龙江迪安医学检验所有限公司"	"2011/1/24"
"黑龙江鑫达企业集团有限公司"	"哈尔滨鑫达塑料新材料有限公司"	"2012/1/17"
"浙江省出版印刷物资集团有限公司"	"浙江文源印刷物资有限公司"	"2001/12/17"
"安徽山河药用辅料股份有限公司"	"曲阜市天利药用辅料有限公司"	"2003/8/30"
"湖南中锂新材料有限公司"	"湖南中锂新材料科技有限公司"	"2016/11/30"
"广东芳源环保股份有限公司"	"江门市芳源循环科技有限公司"	"2017/4/7"
"宁夏日盛高新产业股份有限公司"	"宁夏君丽化工有限公司"	"2012/12/28"
"山东盛华新材料科技股份有限公司"	"烟台盛华液晶材料有限公司"	"2016/11/29"
"陕西必康制药集团控股有限公司"	"延安必康中药材有限公司"	"2019/6/27"
"昆明市智慧城市建设投资有限公司"	"昆明智睿信息技术有限公司"	"2018/9/21"
"杭州迪安医学检验中心有限公司"	"山西迪安医学检验中心有限公司"	"2013/1/15"
"云南白药集团股份有限公司"	"云南白药集团云健制药有限公司"	"1988/2/19"
"辽宁泰宇药业集团有限公司"	"辽宁泰宇集团沈阳普安医药有限公司"	"2001/2/19"
"内蒙古鄂尔多斯多晶硅业有限公司"	"内蒙古鄂尔多斯高科技硅材料有限公司"	"2017/5/15"
"安徽中科新萝智慧城市信息科技有限公司"	"合肥小萝汽车科技有限公司"	"2018/1/10"
"湖南海龙国际智能科技股份有限公司"	"安徽海龙智城科技有限公司"	"2019/12/19"
"易家健康管理有限公司"	"福州市易家健康管理有限公司"	"2017/9/22"
"中机投有限公司"	"中机云有限公司"	"2017/6/5"
"深圳市明泰智能技术有限公司"	"安徽易动科技有限公司"	"2017/3/29"
"南平元力活性炭有限公司"	"福建省荔元活性炭实业有限公司"	"2008/4/10"
"云上贵州大数据产业发展有限公司"	"中电科大数据研究院有限公司"	"2016/9/28"
"北京同仁堂商业投资集团有限公司"	"北京同仁堂禹州药店有限公司"	"2017/8/18"
"常州百佳年代薄膜科技股份有限公司"	"常州百佳翔禾实业投资有限公司"	"2017/7/11"
"无锡亿利恒新材料科技有限公司"	"常州亿利升新材料科技有限公司"	"2015/7/8"
"新疆碳谷新材料有限公司"	"齐齐哈尔天久碳纤维科技有限公司"	"2015/9/21"
"蓝锋信息技术股份有限公司"	"先声国际文化交流股份公司"	"2019/9/29"
"辽宁和亿实业发展有限公司"	"辽宁大唐移动网络科技有限公司"	"2019/3/11"
"江西嘉亿安智慧科技有限公司"	"江西顺通智慧安全监测科技有限公司"	"2018/7/26"
"苏州新纳晶光电有限公司"	"徐州新纳晶光电有限公司"	"2016/10/28"
"江西旭阳雷迪高科技股份有限公司"	"江西迅腾硅业科技有限公司"	"2011/7/11"
"中再生环境科技有限公司"	"济宁中再生环境科技有限公司"	"2018/6/6"
"安徽华源医药集团股份有限公司"	"青海华源医药有限公司"	"2007/1/25"
"镇江环太硅科技有限公司"	"江苏美科硅能源有限公司"	"2010/4/7"
"贵州创泰中科科技有限公司"	"贵州智源创泰科技有限公司"	"2017/3/8"
"杭州迪安医学检验中心有限公司"	"合肥迪安医学检验实验室有限公司"	"2015/8/4"
"河南信息产业投资有限公司"	"河南云康数据科技有限公司"	"2016/11/7"
"长汀县道农医疗器械有限公司"	"长汀海瑞医疗器械有限公司"	"2018-11-06"
"中移铁通有限公司"	"四川中移通信技术工程有限公司"	"2010/7/16"
"紫光天府科技产业发展有限公司"	"成都紫光诚润置业有限公司"	"2018/7/9"
"新疆华春生物药业股份有限公司"	"新疆华恒生物药业有限责任公司"	"2010/4/23"
"桦南铂胜云农技术有限公司"	"林甸铂胜云农技术有限公司"	"2017/4/14"
"湖南九次方大数据信息科技有限公司"	"湖南地理空间大数据产业发展有限公司"	"2018/12/20"
"奎屯市塑料制品厂"	"奎屯市塑料制品厂"	"1998/3/26"
"云南白药集团股份有限公司"	"云南云药有限公司"	"2002/12/9"
"宜昌俊银板业有限公司"	"宜昌三峡全通涂镀板有限公司"	"2009/1/20"
"广东立邦长润发科技材料有限公司"	"上海立邦长润发涂料有限公司"	"2007/11/8"
"宁波杉杉新材料科技有限公司"	"福建杉杉科技有限公司"	"2016/4/20"
"广东博智林机器人有限公司"	"广东博智林智能制造有限公司"	"2018/8/23"
"天津领先药业连锁集团有限公司"	"天津市领先生物机构有限公司"	"1997/8/11"
"浙江国芯科技有限公司"	"德清国芯科技有限公司"	"2019/10/28"
"舟山海洋电子信息产业发展有限公司"	"浙江海兰信海洋信息科技有限公司"	"2016/9/6"
"湖南湘江智能科技创新中心有限公司"	"湖南湘江鲲鹏信息科技有限责任公司"	"2019/12/3"
"河南信息产业投资有限公司"	"焦作市信息产业投资有限公司"	"2019/4/2"
"华数传媒网络有限公司"	"杭州钱塘华数数字电视有限公司"	"2016/3/23"
"中国航空油料有限责任公司"	"中航油新疆航空油料有限公司"	"2014/12/1"
"中山复盛机电有限公司"	"江门复盛机电有限公司"	"2018/5/28"
"河南黄河实业集团股份有限公司"	"河南烯碳合成材料有限公司"	"2016/7/4"
"河北嘉泰化工科技有限公司"	"河北泰研新材料科技有限公司"	"2012/8/13"
"东莞英汉思机器人科技有限公司"	"深圳英汉思智能科技有限公司"	"2018/3/19"
"山西省投资集团有限公司"	"浮山县鼎元活性炭有限责任公司"	"2006/11/23"
"云码通数据运营股份有限公司"	"贵州黄果树数字产业运营有限责任公司"	"2019/11/25"
"上升公关服务股份有限公司"	"先吃食品股份有限公司"	"2019/9/24"
"香河昆仑化学制品有限公司"	"香河昆仑新能源科技有限公司"	"2017/8/8"
"数字广西集团有限公司"	"广西来宾数广科技有限公司"	"2019/9/26"
"武汉无线飞翔科技有限公司"	"贵州金证飞翔科技有限公司"	"2014/7/29"
"利津金街投资开发有限公司"	"利津东津渡投资有限公司"	"2020/2/24"
"南通宇华新材料科技有限公司"	"宇启材料科技南通有限公司"	"2019/6/18"
"青岛有住投资控股有限公司"	"青岛有住展盛建设有限公司"	"2017/11/10"
"江门市阪桥电子材料有限公司"	"深圳阪桥感光科技有限公司"	"2014/12/17"
"綦江县第六建筑安装工程公司"	"綦江县第六建筑安装工程公司"	"1984/7/5"
"江西中泰新材料科技有限公司"	"宜春市中泰新材料科技有限公司"	"2018/8/6"
"常州国际医疗器械城有限公司"	"常州西太湖国际博览中心有限公司"	"2014-04-25"
"金桐石油化工有限公司"	"厦门金桐合成洗涤剂有限公司"	"1994/7/5"
"杭州迪安医学检验中心有限公司"	"江西迪安华星医学检验实验室有限公司"	"2016/5/24"
"广州雅淳办公家具有限公司"	"广州尚芳汇企业办公服务有限公司"	"2020/2/24"
"国药控股广州有限公司"	"广东东方新特药有限公司"	"1993/12/25"
"江苏环亚医用科技集团股份有限公司"	"江苏振邦医用智能装备有限公司"	"2011/2/23"
"湖南华帅科技有限公司"	"湖南朗捷科技有限公司"	"2019/9/10"
"福建美溪通信科技股份有限公司"	"美溪移动通信集团股份有限公司"	"2018/10/29"
"青岛有住投资控股有限公司"	"青岛有智有住联合发展有限公司"	"2017/9/1"
"山东东岳高分子材料有限公司"	"山东华夏神舟新材料有限公司"	"2004/7/1"
"大连兴科碳纤维有限公司"	"大连创兴科技新材料有限公司"	"2011/11/1"
"内蒙古双欣环保材料股份有限公司"	"鄂尔多斯市双欣化学工业有限责任公司"	"2008/8/28"
"洛阳联创锂能科技有限公司"	"洛阳科荣新能源材料技术有限公司"	"2018/4/9"
"浙江蓝盾药业有限公司"	"杭州安欣生物科技有限公司"	"2017/7/3"
"浙江传化化学品有限公司"	"浙江传化功能新材料有限公司"	"2019/12/3"
"山西中强煤化有限公司"	"山西万华清洁能源有限公司"	"2013/11/28"
"海南海灵化学制药有限公司"	"西藏贝斯特药业有限公司"	"2015/9/14"
"国家电投集团新疆能源化工有限责任公司"	"中电投新疆能源化工集团博州有限责任公司"	"2014/11/5"
"天津紫光云谷产业园有限公司"	"天津紫光云熙产业园有限公司"	"2019/8/20"
"珠海市赛纬电子材料股份有限公司"	"江西省盛纬材料有限公司"	"2016/5/6"
"北京医药集团有限责任公司"	"华润医药商业集团有限公司"	"2000-12-27"
"沈阳中恒新材料有限公司"	"沈阳中恒复合材料有限公司"	"2009/11/19"
"广东中成卫星微电子发展有限公司"	"广东中成卫星物联网发展有限公司"	"2016/12/29"
"烯旺新材料科技股份有限公司"	"无锡烯旺新材料科技有限公司"	"2015/7/28"
"无锡市八达化工厂"	"江苏八达化工集团有限公司"	"1997/6/10"
"深圳控石智能系统有限公司"	"天津控石智能科技有限公司"	"2018/8/30"
"广州钢管厂有限公司"	"广州金莱冷轧带钢有限公司"	"2000/8/2"
"成都诺森医学检验有限公司"	"巴中市九天智慧医疗科技有限公司"	"2018/1/19"
"江苏杰瑞科技集团有限责任公司"	"中船重工信息科技有限公司"	"2004/3/18"
"上药控股贵州有限公司"	"上药控股毕节有限公司"	"2017/6/19"
"郭王集团股份有限公司"	"天国医药股份有限公司"	"2017/2/14"
"包头市山晟新能源有限责任公司"	"包头市晟瑞新能源有限责任公司"	"2014/11/25"
"楷耀大数据投资运营股份有限公司"	"贵州黔通嘉信科技有限公司"	"2020/5/18"
"鸡西市贝特瑞石墨产业园有限公司"	"鸡西哈工新能源材料有限公司"	"2018/11/6"
"渭南高新区木王科技有限公司"	"镇安芯木田科技有限公司"	"2018/10/19"
"深圳生达康科技有限公司"	"深圳可能实业有限公司"	"2018/12/25"
"宁夏鸿瑞达环保科技有限公司"	"宁夏楚盛环保建材有限公司"	"2015/10/22"
"中国石油集团渤海石油装备制造有限公司"	"渤海能克钻杆有限公司"	"1995/12/20"
"韩城盈达气体有限公司"	"包头盈德投资有限公司"	"2011/12/26"
"深圳市华利盛光电技术有限公司"	"深圳市力华盛光电技术有限公司"	"2018/7/27"
"江苏正大森源集团有限公司"	"江苏森源环保材料有限公司"	"2015/5/29"
"滇虹药业集团股份有限公司"	"云南圣科药业有限公司"	"2019/10/29"
"张家港市第一药用辅料厂"	"张家港布鲁克药用辅料有限公司"	"1994/3/3"
"湖南省钜升畅安物联网科技有限公司"	"益阳钜升畅安物联网科技有限公司"	"2020/4/16"
"香河昆仑化学制品有限公司"	"江苏昆仑动力电池材料有限公司"	"2016/6/20"
"重庆昌元化工集团有限公司"	"白银昌元化工有限公司"	"2004/4/26"
"武汉赫斯特涂层材料股份有限公司"	"武汉赫斯特涂层材料孝感股份有限公司"	"2018/12/25"
"晶科能源有限公司"	"四川晶科能源有限公司"	"2019/2/18"
"河南财新融合大数据信息技术有限公司"	"河南豫资东华信息科技有限公司"	"2019/4/17"
"昆明紫光芯云产业投资发展有限公司"	"昆明紫新置业有限公司"	"2018/11/26"
"宝钢集团上海浦东钢铁有限公司"	"上海三钢有限责任公司"	"2001/3/30"
"广东立邦长润发科技材料有限公司"	"淄博佳德宝曼新材料科技有限公司"	"2015/3/13"
"大同煤矿集团煤炭运销朔州矿业公司"	"大同煤矿集团煤炭运销朔州矿业公司"	"1987/9/23"
"文国集团股份有限公司"	"天国孵化器股份有限公司"	"2016/9/29"
"国龄医院有限公司"	"国龄控股有限公司"	"2018/6/14"
