"机构名称(中文)"	"机构ID"	"ID"	"years"
"万华化学集团股份有限公司"	"03129949"	"QKC20192019110700001050"	"2019"
"江苏辉丰生物农业股份有限公司"	"T000027782"	"QKC20192019110700006456"	"2019"
"万达信息股份有限公司"	"T000029069"	"QKC20192019111300028744"	"2019"
"光一科技股份有限公司"	"T000058696"	"QKC20192019111300029327"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20192019111300029889"	"2019"
"紫金矿业集团股份有限公司"	"03134633"	"QKC20192019111300030636"	"2019"
"北京易华录信息技术股份有限公司"	"T000042989"	"QKC20192019111300031274"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20192019111300031881"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20192019111300032348"	"2019"
"中设设计集团股份有限公司"	"T000058810"	"QKC20192019111300036837"	"2019"
"京东方科技集团股份有限公司"	"01002725"	"QKC20192019111300038780"	"2019"
"中设设计集团股份有限公司"	"T000058810"	"QKC20192019111300040528"	"2019"
"广东南方新媒体股份有限公司"	"T001929984"	"QKC20192019111900020373"	"2019"
"天水华天科技股份有限公司"	"03134173"	"QKC20192019111900028409"	"2019"
"青海盐湖工业股份有限公司"	"01000792"	"QKC20192019111900030503"	"2019"
"天水华天科技股份有限公司"	"03134173"	"QKC20192019111900033003"	"2019"
"浙江大华技术股份有限公司"	"03134713"	"QKC20192019111900088153"	"2019"
"广东鸿图科技股份有限公司"	"03132319"	"QKC20192019111900089647"	"2019"
"广东三雄极光照明股份有限公司"	"T000271198"	"QKC20192019111900104103"	"2019"
"重庆智飞生物制品股份有限公司"	"T000028401"	"QKC20192019112600003378"	"2019"
"中国广核电力股份有限公司"	"T000153248"	"QKC20192019112600009822"	"2019"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20192019112600012190"	"2019"
"中国科技出版传媒股份有限公司"	"T000062927"	"QKC20192019112600014539"	"2019"
"新天科技股份有限公司"	"T000048610"	"QKC20192019112600023265"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20192019112600043867"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20192019112600051046"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20192019112600055459"	"2019"
"中国交通建设股份有限公司"	"03138697"	"QKC20192019112600067295"	"2019"
"深圳市天威视讯股份有限公司"	"03134722"	"QKC20192019112600068268"	"2019"
"福建龙马环卫装备股份有限公司"	"T000053682"	"QKC20192019120300001221"	"2019"
"杭州安恒信息技术股份有限公司"	"T001301651"	"QKC20192019120300008454"	"2019"
"蓝盾信息安全技术股份有限公司"	"T000056124"	"QKC20192019120300012188"	"2019"
"杭州安恒信息技术股份有限公司"	"T001301651"	"QKC20192019120300012713"	"2019"
"中国民生银行股份有限公司"	"03129930"	"QKC20192019120300015190"	"2019"
"中远海运发展股份有限公司"	"03133744"	"QKC20192019120300023781"	"2019"
"中设设计集团股份有限公司"	"T000058810"	"QKC20192019120300025562"	"2019"
"南京万德斯环保科技股份有限公司"	"T002887301"	"QKC20192019120300033759"	"2019"
"青岛啤酒股份有限公司"	"02600600"	"QKC20192019120300051873"	"2019"
"长春燃气股份有限公司"	"02600333"	"QKC20192019120300053532"	"2019"
"北京四方继保自动化股份有限公司"	"T000026714"	"QKC20192019120300056765"	"2019"
"深圳迈瑞生物医疗电子股份有限公司"	"T000138376"	"QKC20192019120300071574"	"2019"
"广联达科技股份有限公司"	"T000026577"	"QKC20192019120300074970"	"2019"
"宁波柯力传感科技股份有限公司"	"T003004992"	"QKC20192019121000011670"	"2019"
"江苏宁沪高速公路股份有限公司"	"03129955"	"QKC20192019121000017321"	"2019"
"南京康尼机电股份有限公司"	"T000058636"	"QKC20192019121000018631"	"2019"
"西部矿业股份有限公司"	"03133789"	"QKC20192019121000039996"	"2019"
"厦门市美亚柏科信息股份有限公司"	"T000034684"	"QKC20192019121700007435"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20192019121700008745"	"2019"
"宜宾五粮液股份有限公司"	"01000858"	"QKC20192019121700010458"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20192019121700012135"	"2019"
"上海贝岭股份有限公司"	"02600171"	"QKC20192019121700022199"	"2019"
"中航航空高科技股份有限公司"	"02600862"	"QKC20192019121700025208"	"2019"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20192019121700035948"	"2019"
"安徽合力股份有限公司"	"02600761"	"QKC20192019121700038197"	"2019"
"贵州航天电器股份有限公司"	"03130800"	"QKC20192019121700040246"	"2019"
"昆明云内动力股份有限公司"	"01000903"	"QKC20192019121700055276"	"2019"
"佳都新太科技股份有限公司"	"02600728"	"QKC20192019121700062027"	"2019"
"浙江大华技术股份有限公司"	"03134713"	"QKC20192019121700062090"	"2019"
"鹏鹞环保股份有限公司"	"T000125188"	"QKC20192019121700064931"	"2019"
"高新兴科技集团股份有限公司"	"T000026751"	"QKC20192019121700073381"	"2019"
"高新兴科技集团股份有限公司"	"T000026751"	"QKC20192019121700073415"	"2019"
"山东太阳纸业股份有限公司"	"03132159"	"QKC20192019122600019252"	"2019"
"厦门市美亚柏科信息股份有限公司"	"T000034684"	"QKC20192019122600029485"	"2019"
"维尔利环保科技集团股份有限公司"	"T000034713"	"QKC20192019122600038737"	"2019"
"北京久其软件股份有限公司"	"03132059"	"QKC20192019122600050571"	"2019"
"航天信息股份有限公司"	"03130421"	"QKC20192019122600067057"	"2019"
"内蒙古北方重型汽车股份有限公司"	"02600262"	"QKC20192019122600071393"	"2019"
"中国电影股份有限公司"	"T000058392"	"QKC20192019122600077739"	"2019"
"中信重工机械股份有限公司"	"T000058719"	"QKC20192019123100011435"	"2019"
"国电南京自动化股份有限公司"	"02600268"	"QKC20192019123100012362"	"2019"
"新天科技股份有限公司"	"T000048610"	"QKC20192019123100015723"	"2019"
"深圳市金溢科技股份有限公司"	"T000239678"	"QKC20192019123100029134"	"2019"
"浙江双箭橡胶股份有限公司"	"T000026800"	"QKC20192019123100030813"	"2019"
"武汉海特生物制药股份有限公司"	"00216154"	"QKC20192019123100030899"	"2019"
"上海良信电器股份有限公司"	"T000034656"	"QKC20192019123100031980"	"2019"
"浙江大华技术股份有限公司"	"03134713"	"QKC20192019123100034369"	"2019"
"江西铜业股份有限公司"	"03130080"	"QKC20192019123100039006"	"2019"
"中钨高新材料股份有限公司"	"01000657"	"QKC20192019123100040331"	"2019"
"美康生物科技股份有限公司"	"T000060594"	"QKC20192020010600011004"	"2019"
"东方电子股份有限公司"	"01000682"	"QKC20192020010600038346"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKC20192020010600043941"	"2019"
"中设设计集团股份有限公司"	"T000058810"	"QKC20192020011400022409"	"2019"
"光明乳业股份有限公司"	"03130167"	"QKC20192020011400022568"	"2019"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20192020011400028310"	"2019"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKC20192020011400030252"	"2019"
"航天科技控股集团股份有限公司"	"01000901"	"QKC20192020011400033327"	"2019"
"北京热景生物技术股份有限公司"	"T004911161"	"QKC20192020011400035179"	"2019"
"安泰科技股份有限公司"	"00049397"	"QKC20192020011400035918"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20192020011400039930"	"2019"
"中设设计集团股份有限公司"	"T000058810"	"QKC20192020011400054025"	"2019"
"岳阳林纸股份有限公司"	"03130723"	"QKC20192020021300019135"	"2019"
"北京飞利信科技股份有限公司"	"T000055760"	"QKC20192020021300021599"	"2019"
"厦门盈趣科技股份有限公司"	"T000145840"	"QKC20192020021300026643"	"2019"
"太极计算机股份有限公司"	"T000026778"	"QKC20192020021300029211"	"2019"
"浙江大华技术股份有限公司"	"03134713"	"QKC20192020021300031037"	"2019"
"中持水务股份有限公司"	"T000226019"	"QKC20192020021300046624"	"2019"
"安徽蓝盾光电子股份有限公司"	"03141846"	"QKC20192020021300058970"	"2019"
"北京久其软件股份有限公司"	"03132059"	"QKC20192020021300095979"	"2019"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20192020021300097571"	"2019"
"康佳集团股份有限公司"	"01000016"	"QKC20192020021300100790"	"2019"
"百合花集团股份有限公司"	"T000174008"	"QKC20192020021300104386"	"2019"
"国电南瑞科技股份有限公司"	"03130492"	"QKC20192020021300118325"	"2019"
"清源科技(厦门)股份有限公司"	"T000070224"	"QKC20192020021300126884"	"2019"
"广州广电运通金融电子股份有限公司"	"03133864"	"QKC20192020021300151514"	"2019"
"南京大学环境规划设计研究院股份公司"	"T002907994"	"QKC20192020021300154490"	"2019"
"青岛鼎信通讯股份有限公司"	"T000125704"	"QKC20192020021300159116"	"2019"
"康力电梯股份有限公司"	"T000026785"	"QKC20192020021300178527"	"2019"
"福建永福电力设计股份有限公司"	"T000365126"	"QKC20192020021300182142"	"2019"
"珠海格力电器股份有限公司"	"01000651"	"QKC20192020021300218558"	"2019"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKC20192020021300229431"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKC20192020031600006402"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKC20192020031610028435"	"2019"
"国电电力发展股份有限公司"	"02600795"	"QKC20192020031610038467"	"2019"
"江苏裕兴薄膜科技股份有限公司"	"T000028000"	"QKC20192020031900017962"	"2019"
"浙江大华技术股份有限公司"	"03134713"	"QKC20192020031900054093"	"2019"
"华润三九医药股份有限公司"	"01000999"	"QKC20192020040100009404"	"2019"
"青海盐湖工业股份有限公司"	"01000792"	"QKC20192020040100032589"	"2019"
"中设设计集团股份有限公司"	"T000058810"	"QKC20192020040100035658"	"2019"
"多伦科技股份有限公司"	"T000123214"	"QKC20192020040100041741"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKC20192020040900061429"	"2019"
"广西博世科环保科技股份有限公司"	"T000059619"	"QKC20192020050800043722"	"2019"
"多伦科技股份有限公司"	"T000123214"	"QKC20192020052700006244"	"2019"
"快意电梯股份有限公司"	"T000227527"	"QKC20192020061700012099"	"2019"
"合肥泰禾光电科技股份有限公司"	"T000218138"	"QKC20192020061700050439"	"2019"
"成都苑东生物制药股份有限公司"	"T000285546"	"QKC20192020070300019306"	"2019"
"中设设计集团股份有限公司"	"T000058810"	"QKC20192020092800141067"	"2019"
"上海华虹计通智能系统股份有限公司"	"T000056655"	"QKC20202020021300086097"	"2020"
"上海贝岭股份有限公司"	"02600171"	"QKC20202020021300090760"	"2020"
"东软集团股份有限公司"	"02600718"	"QKC20202020021300184929"	"2020"
"重庆钢铁股份有限公司"	"03133302"	"QKC20202020021300218776"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020021300234112"	"2020"
"中远海运科技股份有限公司"	"T000026611"	"QKC20202020031600007460"	"2020"
"万科企业股份有限公司"	"01000002"	"QKC20202020031610003191"	"2020"
"华纺股份有限公司"	"03130027"	"QKC20202020031700001588"	"2020"
"科大讯飞股份有限公司"	"03134688"	"QKC20202020031700022312"	"2020"
"四川长虹电器股份有限公司"	"02600839"	"QKC20202020031800001045"	"2020"
"太极计算机股份有限公司"	"T000026778"	"QKC20202020031800004260"	"2020"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020031900037670"	"2020"
"苏交科集团股份有限公司"	"T000051240"	"QKC20202020031900051587"	"2020"
"豪尔赛科技集团股份有限公司"	"T002007542"	"QKC20202020031900054907"	"2020"
"中兴通讯股份有限公司"	"01000063"	"QKC20202020031900055771"	"2020"
"上海新时达电气股份有限公司"	"T000028130"	"QKC20202020031900069328"	"2020"
"上海新时达电气股份有限公司"	"T000028130"	"QKC20202020031900071613"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020032500001737"	"2020"
"苏交科集团股份有限公司"	"T000051240"	"QKC20202020032500002027"	"2020"
"武汉理工光科股份有限公司"	"T000110802"	"QKC20202020032500010049"	"2020"
"上海九百股份有限公司"	"02600838"	"QKC20202020032500012011"	"2020"
"掌阅科技股份有限公司"	"T000376341"	"QKC20202020032500012887"	"2020"
"威海光威复合材料股份有限公司"	"T000271183"	"QKC20202020032500022918"	"2020"
"沈阳惠天热电股份有限公司"	"01000692"	"QKC20202020032500033044"	"2020"
"天津七一二通信广播股份有限公司"	"T000961202"	"QKC20202020032500063552"	"2020"
"通富微电子股份有限公司"	"03133876"	"QKC20202020040100018665"	"2020"
"天水华天科技股份有限公司"	"03134173"	"QKC20202020040100027760"	"2020"
"汉威科技集团股份有限公司"	"T000025732"	"QKC20202020040100030209"	"2020"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020040100030799"	"2020"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020040100033652"	"2020"
"万达信息股份有限公司"	"T000029069"	"QKC20202020040100053036"	"2020"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020040100066493"	"2020"
"高新兴科技集团股份有限公司"	"T000026751"	"QKC20202020040100072431"	"2020"
"航天信息股份有限公司"	"03130421"	"QKC20202020040100073549"	"2020"
"东方网力科技股份有限公司"	"T000058571"	"QKC20202020040900058913"	"2020"
"中兴通讯股份有限公司"	"01000063"	"QKC20202020040900064884"	"2020"
"宝胜科技创新股份有限公司"	"03130807"	"QKC20202020041500019488"	"2020"
"国电南京自动化股份有限公司"	"02600268"	"QKC20202020041500033178"	"2020"
"武汉理工光科股份有限公司"	"T000110802"	"QKC20202020041500037483"	"2020"
"南京全信传输科技股份有限公司"	"T000061925"	"QKC20202020042300002628"	"2020"
"武汉海特生物制药股份有限公司"	"00216154"	"QKC20202020042300032546"	"2020"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020042300047760"	"2020"
"北京动力源科技股份有限公司"	"03130672"	"QKC20202020042800011559"	"2020"
"福建星网锐捷通讯股份有限公司"	"T000026702"	"QKC20202020042800019384"	"2020"
"龙元建设集团股份有限公司"	"03130722"	"QKC20202020042800037391"	"2020"
"石家庄科林电气股份有限公司"	"T000062800"	"QKC20202020042800040907"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020042800045232"	"2020"
"北京兆易创新科技股份有限公司"	"T000125448"	"QKC20202020050800003010"	"2020"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020050800049031"	"2020"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKC20202020050800055792"	"2020"
"中国科技出版传媒股份有限公司"	"T000062927"	"QKC20202020050800069830"	"2020"
"广西广播电视信息网络股份有限公司"	"T000085863"	"QKC20202020050800075567"	"2020"
"广西广播电视信息网络股份有限公司"	"T000085863"	"QKC20202020050800075786"	"2020"
"上海新时达电气股份有限公司"	"T000028130"	"QKC20202020050800086079"	"2020"
"上海航天汽车机电股份有限公司"	"02600151"	"QKC20202020051200012658"	"2020"
"芯原微电子(上海)股份有限公司"	"T002953686"	"QKC20202020051200015745"	"2020"
"科大讯飞股份有限公司"	"03134688"	"QKC20202020051200017267"	"2020"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020051200029911"	"2020"
"中兴通讯股份有限公司"	"01000063"	"QKC20202020051200040235"	"2020"
"高新兴科技集团股份有限公司"	"T000026751"	"QKC20202020052000004856"	"2020"
"苏州晶方半导体科技股份有限公司"	"T000058546"	"QKC20202020052000009736"	"2020"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"QKC20202020052000017041"	"2020"
"国信证券股份有限公司"	"T000025712"	"QKC20202020052000068968"	"2020"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKC20202020052000082874"	"2020"
"江苏诺泰澳赛诺生物制药股份有限公司"	"T000276344"	"QKC20202020052700012765"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020052700036518"	"2020"
"中煤新集能源股份有限公司"	"03134265"	"QKC20202020052700043675"	"2020"
"中国中车股份有限公司"	"00076917"	"QKC20202020052700044422"	"2020"
"拓尔思信息技术股份有限公司"	"T000034655"	"QKC20202020060300010433"	"2020"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020061200005184"	"2020"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKC20202020061200028368"	"2020"
"华仁药业股份有限公司"	"T000027843"	"QKC20202020061200038550"	"2020"
"东方网力科技股份有限公司"	"T000058571"	"QKC20202020061200051743"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020061200068832"	"2020"
"通富微电子股份有限公司"	"03133876"	"QKC20202020061700000754"	"2020"
"景津环保股份有限公司"	"T000243305"	"QKC20202020061700011821"	"2020"
"上海康达化工新材料集团股份有限公司"	"T000038230"	"QKC20202020061700012695"	"2020"
"海南普利制药股份有限公司"	"T000271167"	"QKC20202020061700015746"	"2020"
"云南罗平锌电股份有限公司"	"03133282"	"QKC20202020061700026181"	"2020"
"创业慧康科技股份有限公司"	"00087886"	"QKC20202020061700029351"	"2020"
"深圳市特发信息股份有限公司"	"01000070"	"QKC20202020061700040127"	"2020"
"芯原微电子(上海)股份有限公司"	"T002953686"	"QKC20202020061700049385"	"2020"
"上海贝岭股份有限公司"	"02600171"	"QKC20202020061700060835"	"2020"
"浙江天正电气股份有限公司"	"Q0000F34E5"	"QKC20202020062400007064"	"2020"
"诺力智能装备股份有限公司"	"T000061201"	"QKC20202020062400015869"	"2020"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"QKC20202020062400024795"	"2020"
"北京易华录信息技术股份有限公司"	"T000042989"	"QKC20202020062400059568"	"2020"
"重庆川仪自动化股份有限公司"	"T000058707"	"QKC20202020062400061464"	"2020"
"荣盛房地产发展股份有限公司"	"03133844"	"QKC20202020062400080824"	"2020"
"多氟多化工股份有限公司"	"T000026581"	"QKC20202020070300018000"	"2020"
"景津环保股份有限公司"	"T000243305"	"QKC20202020070300023401"	"2020"
"南京康尼机电股份有限公司"	"T000058636"	"QKC20202020070300034369"	"2020"
"上海三友医疗器械股份有限公司"	"T001883465"	"QKC20202020070300037297"	"2020"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020070900010625"	"2020"
"厦门市美亚柏科信息股份有限公司"	"T000034684"	"QKC20202020070900011591"	"2020"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020070900029626"	"2020"
"浙江和仁科技股份有限公司"	"T000152604"	"QKC20202020070900042606"	"2020"
"江苏省广电有线信息网络股份有限公司"	"T000062808"	"QKC20202020070900049090"	"2020"
"航天宏图信息技术股份有限公司"	"T000392235"	"QKC20202020070900052694"	"2020"
"中兴通讯股份有限公司"	"01000063"	"QKC20202020070900055720"	"2020"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"QKC20202020070900059568"	"2020"
"华能澜沧江水电股份有限公司"	"03131801"	"QKC20202020071600011415"	"2020"
"海洋石油工程股份有限公司"	"03130085"	"QKC20202020071600041673"	"2020"
"上海宝信软件股份有限公司"	"02600845"	"QKC20202020071600049741"	"2020"
"上海海得控制系统股份有限公司"	"03134172"	"QKC20202020072700004694"	"2020"
"永兴特种材料科技股份有限公司"	"T000026676"	"QKC20202020072700040621"	"2020"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020072700045614"	"2020"
"东方网力科技股份有限公司"	"T000058571"	"QKC20202020072700073084"	"2020"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020072700075233"	"2020"
"汕头东风印刷股份有限公司"	"T000056402"	"QKC20202020072700107514"	"2020"
"中国国际航空股份有限公司"	"03131987"	"QKC20202020072700108710"	"2020"
"浙江航民股份有限公司"	"03130814"	"QKC20202020072700114739"	"2020"
"兰州佛慈制药股份有限公司"	"T000027114"	"QKC20202020072700124268"	"2020"
"京东方科技集团股份有限公司"	"01002725"	"QKC20202020072700127783"	"2020"
"科华恒盛股份有限公司"	"T000026233"	"QKC20202020080300010346"	"2020"
"中泰证券股份有限公司"	"00087990"	"QKC20202020080300011119"	"2020"
"上海华虹计通智能系统股份有限公司"	"T000056655"	"QKC20202020081000017480"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020081000035884"	"2020"
"中国东方航空股份有限公司"	"02600115"	"QKC20202020081000053564"	"2020"
"浙江大华技术股份有限公司"	"03134713"	"QKC20202020081700016114"	"2020"
"北京安达维尔科技股份有限公司"	"T000666270"	"QKC20202020081700017707"	"2020"
"百奥泰生物制药股份有限公司"	"T001999427"	"QKC20202020081700029642"	"2020"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKC20202020081700034429"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020081700040149"	"2020"
"珠海全志科技股份有限公司"	"T000061152"	"QKC20202020081700040299"	"2020"
"宜宾五粮液股份有限公司"	"01000858"	"QKC20202020081700048627"	"2020"
"长虹美菱股份有限公司"	"01000521"	"QKC20202020081700049261"	"2020"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020081700049320"	"2020"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020082400004418"	"2020"
"北京航天长峰股份有限公司"	"02600855"	"QKC20202020082400019070"	"2020"
"国泰君安证券股份有限公司"	"03131099"	"QKC20202020082400030392"	"2020"
"珠海格力电器股份有限公司"	"01000651"	"QKC20202020082400059392"	"2020"
"中国建设银行股份有限公司"	"03134029"	"QKC20202020082400061419"	"2020"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020092800003691"	"2020"
"高新兴科技集团股份有限公司"	"T000026751"	"QKC20202020092800008866"	"2020"
"天水华天科技股份有限公司"	"03134173"	"QKC20202020092800011196"	"2020"
"大唐电信科技股份有限公司"	"02600198"	"QKC20202020092800011295"	"2020"
"中国汽车工程研究院股份有限公司"	"T000056581"	"QKC20202020092800018294"	"2020"
"浙江众合科技股份有限公司"	"01000925"	"QKC20202020092800062697"	"2020"
"深圳市远望谷信息技术股份有限公司"	"03133890"	"QKC20202020092800063435"	"2020"
"广联达科技股份有限公司"	"T000026577"	"QKC20202020092800090120"	"2020"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020092800108712"	"2020"
"广州杰赛科技股份有限公司"	"T000026694"	"QKC20202020092800109685"	"2020"
"烽火通信科技股份有限公司"	"03130024"	"QKC20202020092800137488"	"2020"
"广州维力医疗器械股份有限公司"	"T000061596"	"QKC20202020092800142258"	"2020"
"南通江海电容器股份有限公司"	"T000027812"	"QKC20202020092800177584"	"2020"
"中国建设银行股份有限公司"	"03134029"	"QKC20202020092800194413"	"2020"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020092800240294"	"2020"
"江苏康缘药业股份有限公司"	"03130182"	"QKC20202020092800248467"	"2020"
"广州杰赛科技股份有限公司"	"T000026694"	"QKC20202020092800260913"	"2020"
"科大讯飞股份有限公司"	"03134688"	"QKC20202020092800282357"	"2020"
"荣联科技集团股份有限公司"	"T000055554"	"QKC20202020100900005176"	"2020"
"北京久其软件股份有限公司"	"03132059"	"QKC20202020100900008116"	"2020"
"广联达科技股份有限公司"	"T000026577"	"QKC20202020100900014866"	"2020"
"广联达科技股份有限公司"	"T000026577"	"QKC20202020100900016024"	"2020"
"上海振华重工(集团)股份有限公司"	"02900947"	"QKC20202020100900019332"	"2020"
"太极计算机股份有限公司"	"T000026778"	"QKC20202020100900023419"	"2020"
"河南森源电气股份有限公司"	"00205296"	"QKC20202020102200026909"	"2020"
"江苏金智科技股份有限公司"	"03132261"	"QKC20202020102200051251"	"2020"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKC20202020102200069424"	"2020"
"南通江山农药化工股份有限公司"	"03129964"	"QKC20202020102200086766"	"2020"
"汉威科技集团股份有限公司"	"T000025732"	"QKC20202020102200108173"	"2020"
"上海康达化工新材料集团股份有限公司"	"T000038230"	"QKC20202020102200131052"	"2020"
"江苏苏州农村商业银行股份有限公司"	"T000035190"	"QKC20202020102200132293"	"2020"
"福建星网锐捷通讯股份有限公司"	"T000026702"	"QKC20202020102200133608"	"2020"
"安徽皖通高速公路股份有限公司"	"03129991"	"QKC20202020110200003424"	"2020"
"湖北益健堂科技股份有限公司"	"T000681744"	"QKC20202020110200003835"	"2020"
"中国建材检验认证集团股份有限公司"	"T000125450"	"QKC20202020110200013622"	"2020"
"芯原微电子(上海)股份有限公司"	"T002953686"	"QKC20202020110200013941"	"2020"
"长城汽车股份有限公司"	"00076247"	"QKC20202020110200025575"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020110200056208"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020110200085197"	"2020"
"四川长虹电器股份有限公司"	"02600839"	"QKC20202020110900002126"	"2020"
"京东方科技集团股份有限公司"	"01002725"	"QKC20202020110900034613"	"2020"
"宁德时代新能源科技股份有限公司"	"T000393218"	"QKC20202020110900043390"	"2020"
"成都卫士通信息产业股份有限公司"	"00076772"	"QKC20202020110900046655"	"2020"
"思创医惠科技股份有限公司"	"T000027215"	"QKC20202020110900058774"	"2020"
"陕西烽火电子股份有限公司"	"01000561"	"QKV20182019070300072414"	"2018"
"长城汽车股份有限公司"	"00076247"	"QKV20192019042500041219"	"2019"
"富奥汽车零部件股份有限公司"	"01000030"	"QKV20192019042900655819"	"2019"
"浙江伏尔特医疗器械股份有限公司"	"T000291823"	"QKV20192019052900013693"	"2019"
"浙江大华技术股份有限公司"	"03134713"	"QKV20192019052900040269"	"2019"
"高新兴科技集团股份有限公司"	"T000026751"	"QKV20192019052900108889"	"2019"
"万达信息股份有限公司"	"T000029069"	"QKV20192019052900109925"	"2019"
"深圳顺络电子股份有限公司"	"03145147"	"QKV20192019061000025330"	"2019"
"东软集团股份有限公司"	"02600718"	"QKV20192019061000076679"	"2019"
"中国葛洲坝集团股份有限公司"	"02600068"	"QKV20192019061000213570"	"2019"
"浙江大华技术股份有限公司"	"03134713"	"QKV20192019070300005719"	"2019"
"浙江大华技术股份有限公司"	"03134713"	"QKV20192019070300012516"	"2019"
"华域汽车系统股份有限公司"	"02600741"	"QKV20192019070300105867"	"2019"
"佳都新太科技股份有限公司"	"02600728"	"QKV20192019071800006929"	"2019"
"重庆钢铁股份有限公司"	"03133302"	"QKV20192019071800023278"	"2019"
"中铁铁龙集装箱物流股份有限公司"	"02600125"	"QKV20192019071800141105"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500001697"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500002963"	"2019"
"广州杰赛科技股份有限公司"	"T000026694"	"QKV20192019081500004472"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500007663"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500009953"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500016054"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500017402"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500018329"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500023976"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500027260"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500033999"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500035457"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500036037"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500038883"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500041376"	"2019"
"远光软件股份有限公司"	"03131965"	"QKV20192019081500042876"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500044569"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKV20192019081500047023"	"2019"
