"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"
"中国西电电气股份有限公司"	"T000025764"	"CN103681018A"	"20140326"
"中国西电电气股份有限公司"	"T000025764"	"CN103681018B"	"20160120"
"西安天和防务技术股份有限公司"	"T000058570"	"CN103682544A"	"20140326"
"西安天和防务技术股份有限公司"	"T000058570"	"CN103682544B"	"20160831"
"西安天和防务技术股份有限公司"	"T000058570"	"CN103682683A"	"20140326"
"西安天和防务技术股份有限公司"	"T000058570"	"CN103682683B"	"20160302"
"中国西电电气股份有限公司"	"T000025764"	"CN103682988A"	"20140326"
"中国西电电气股份有限公司"	"T000025764"	"CN103682988B"	"20150624"
"中国西电电气股份有限公司"	"T000025764"	"CN103683283A"	"20140326"
"中国西电电气股份有限公司"	"T000025764"	"CN103683283B"	"20160817"
"中国西电电气股份有限公司"	"T000025764"	"CN103683330A"	"20140326"
"中国西电电气股份有限公司"	"T000025764"	"CN103683330B"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN103683510A"	"20140326"
"中国西电电气股份有限公司"	"T000025764"	"CN103683510B"	"20170111"
"中国西电电气股份有限公司"	"T000025764"	"CN103693940A"	"20140402"
"奥维通信股份有限公司"	"03134689"	"CN103699378A"	"20140402"
"东软集团股份有限公司"	"02600718"	"CN103699522A"	"20140402"
"东软集团股份有限公司"	"02600718"	"CN103699522B"	"20160622"
"东软集团股份有限公司"	"02600718"	"CN103700007A"	"20140402"
"东软集团股份有限公司"	"02600718"	"CN103700007B"	"20171031"
"东软集团股份有限公司"	"02600718"	"CN103702436A"	"20140402"
"东软集团股份有限公司"	"02600718"	"CN103702436B"	"20160914"
"金堆城钼业股份有限公司"	"03134603"	"CN103706802A"	"20140409"
"金堆城钼业股份有限公司"	"03134603"	"CN103706802B"	"20150729"
"西安标准工业股份有限公司"	"02600302"	"CN103710887A"	"20140409"
"西安标准工业股份有限公司"	"02600302"	"CN103710887B"	"20150805"
"西安标准工业股份有限公司"	"02600302"	"CN103710889A"	"20140409"
"西安标准工业股份有限公司"	"02600302"	"CN103710889B"	"20150701"
"西安标准工业股份有限公司"	"02600302"	"CN103710890A"	"20140409"
"东软集团股份有限公司"	"02600718"	"CN103714135A"	"20140409"
"东软集团股份有限公司"	"02600718"	"CN103714135B"	"20170201"
"奥维通信股份有限公司"	"03134689"	"CN103716260A"	"20140409"
"奥维通信股份有限公司"	"03134689"	"CN103716260B"	"20170503"
"金堆城钼业股份有限公司"	"03134603"	"CN103723769A"	"20140416"
"奥维通信股份有限公司"	"03134689"	"CN103729208A"	"20140416"
"东软集团股份有限公司"	"02600718"	"CN103731406A"	"20140416"
"东软集团股份有限公司"	"02600718"	"CN103731406B"	"20170125"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN103734549A"	"20140423"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN103734549B"	"20150708"
"东软集团股份有限公司"	"02600718"	"CN103744502A"	"20140423"
"东软集团股份有限公司"	"02600718"	"CN103744502B"	"20160127"
"东软集团股份有限公司"	"02600718"	"CN103744917A"	"20140423"
"东软集团股份有限公司"	"02600718"	"CN103744917B"	"20180406"
"东软集团股份有限公司"	"02600718"	"CN103744918A"	"20140423"
"东软集团股份有限公司"	"02600718"	"CN103745161A"	"20140423"
"东软集团股份有限公司"	"02600718"	"CN103745161B"	"20160824"
"东软集团股份有限公司"	"02600718"	"CN103745196A"	"20140423"
"东软集团股份有限公司"	"02600718"	"CN103745196B"	"20161005"
"中国西电电气股份有限公司"	"T000025764"	"CN103745975A"	"20140423"
"中国西电电气股份有限公司"	"T000025764"	"CN103745975B"	"20160914"
"东软集团股份有限公司"	"02600718"	"CN103746987A"	"20140423"
"东软集团股份有限公司"	"02600718"	"CN103746987B"	"20170201"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN103750068A"	"20140430"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103768589A"	"20140507"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103768589B"	"20161221"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103768590A"	"20140507"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103768590B"	"20170517"
"金堆城钼业股份有限公司"	"03134603"	"CN103771518A"	"20140507"
"金堆城钼业股份有限公司"	"03134603"	"CN103771518B"	"20150304"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103772430A"	"20140507"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103773741A"	"20140507"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103773741B"	"20160706"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103773754A"	"20140507"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103773892A"	"20140507"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103773892B"	"20150722"
"陕西建设机械股份有限公司"	"03130779"	"CN103775050A"	"20140507"
"陕西建设机械股份有限公司"	"03130779"	"CN103775050B"	"20160309"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103777021A"	"20140507"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103777021B"	"20160302"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103777022A"	"20140507"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103777022B"	"20151118"
"西安天和防务技术股份有限公司"	"T000058570"	"CN103777196A"	"20140507"
"西安天和防务技术股份有限公司"	"T000058570"	"CN103777196B"	"20160406"
"沈阳新松医疗科技股份有限公司"	"T000148930"	"CN103785092A"	"20140514"
"沈阳新松医疗科技股份有限公司"	"T000148930"	"CN103785092B"	"20160427"
"中国西电电气股份有限公司"	"T000025764"	"CN103786010A"	"20140514"
"中国西电电气股份有限公司"	"T000025764"	"CN103786010B"	"20160824"
"东北制药集团股份有限公司"	"01000597"	"CN103789291A"	"20140514"
"东北制药集团股份有限公司"	"01000597"	"CN103789291B"	"20160817"
"东北制药集团股份有限公司"	"01000597"	"CN103789321A"	"20140514"
"东北制药集团股份有限公司"	"01000597"	"CN103789321B"	"20160608"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103800108A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103800108B"	"20150715"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802088A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802088B"	"20160629"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802089A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802089B"	"20160831"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802090A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802096A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802096B"	"20150812"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802097A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802097B"	"20160316"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802098A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802098B"	"20150610"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802099A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802100A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802100B"	"20160601"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802104A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802104B"	"20160518"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802105A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802109A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802109B"	"20160113"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802113A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802114A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802118A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802118B"	"20160120"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802127A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802127B"	"20150923"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802128A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802131A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802133A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802133B"	"20160601"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802134A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802134B"	"20151118"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802135A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802435A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802435B"	"20150909"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802443A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103802443B"	"20150715"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103803248A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103803285A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103803285B"	"20160113"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103803294A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103803294B"	"20160120"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103803414A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103803414B"	"20150715"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103803418A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103803418B"	"20160518"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103807400A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103808285A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103808285B"	"20160803"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103809501A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103809533A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103809590A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103809590B"	"20160824"
"沈阳新松医疗科技股份有限公司"	"T000148930"	"CN103810369A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103810827A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103811385A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103811385B"	"20160629"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103811387A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103811387B"	"20161221"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103811388A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103812206A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103812392A"	"20140521"
"奥维通信股份有限公司"	"03134689"	"CN103812631A"	"20140521"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103878758A"	"20140625"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103878759A"	"20140625"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN103878759B"	"20150902"
"金堆城钼业股份有限公司"	"03134603"	"CN103894052A"	"20140702"
"金堆城钼业股份有限公司"	"03134603"	"CN103894052B"	"20160406"
"西部超导材料科技股份有限公司"	"T000027183"	"CN103894795A"	"20140702"
"西部超导材料科技股份有限公司"	"T000027183"	"CN103894795B"	"20160316"
"西部超导材料科技股份有限公司"	"T000027183"	"CN103896106A"	"20140702"
"西部超导材料科技股份有限公司"	"T000027183"	"CN103896106B"	"20160831"
"金堆城钼业股份有限公司"	"03134603"	"CN103898345A"	"20140702"
"金堆城钼业股份有限公司"	"03134603"	"CN103898345B"	"20160406"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN103899725A"	"20140702"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN103899725B"	"20170104"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN103899726A"	"20140702"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN103899726B"	"20170104"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN103899727A"	"20140702"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN103899727B"	"20170104"
"沈阳兴齐眼药股份有限公司"	"T000060171"	"CN103919718A"	"20140716"
"沈阳兴齐眼药股份有限公司"	"T000060171"	"CN103919718B"	"20161228"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN103922965B"	"20160824"
"东北制药集团股份有限公司"	"01000597"	"CN103923041A"	"20140716"
"东北制药集团股份有限公司"	"01000597"	"CN103923041B"	"20160127"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103923883A"	"20140716"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103924005A"	"20140716"
"东软集团股份有限公司"	"02600718"	"CN103926060A"	"20140716"
"东软集团股份有限公司"	"02600718"	"CN103926060B"	"20160427"
"辽宁成大生物股份有限公司"	"T000035231"	"CN103926207A"	"20140716"
"中国西电电气股份有限公司"	"T000025764"	"CN103929081A"	"20140716"
"中国西电电气股份有限公司"	"T000025764"	"CN103929081B"	"20160824"
"金堆城钼业股份有限公司"	"03134603"	"CN103940694A"	"20140723"
"西部超导材料科技股份有限公司"	"T000027183"	"CN103949853A"	"20140730"
"西部超导材料科技股份有限公司"	"T000027183"	"CN103949853B"	"20160831"
"金堆城钼业股份有限公司"	"03134603"	"CN103952580A"	"20140730"
"金堆城钼业股份有限公司"	"03134603"	"CN103952580B"	"20170725"
"东软集团股份有限公司"	"02600718"	"CN103954437A"	"20140730"
"东软集团股份有限公司"	"02600718"	"CN103954437B"	"20160629"
"西部超导材料科技股份有限公司"	"T000027183"	"CN103956219A"	"20140730"
"西部超导材料科技股份有限公司"	"T000027183"	"CN103956219B"	"20160831"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN103960548A"	"20140806"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN103960548B"	"20160217"
"金堆城钼业股份有限公司"	"03134603"	"CN103962567A"	"20140806"
"金堆城钼业股份有限公司"	"03134603"	"CN103962567B"	"20151021"
"沈阳兴齐眼药股份有限公司"	"T000060171"	"CN103977008A"	"20140813"
"沈阳兴齐眼药股份有限公司"	"T000060171"	"CN103977008B"	"20170308"
"沈阳兴齐眼药股份有限公司"	"T000060171"	"CN103977011A"	"20140813"
"沈阳兴齐眼药股份有限公司"	"T000060171"	"CN103977011B"	"20170419"
"金堆城钼业股份有限公司"	"03134603"	"CN103978345A"	"20140813"
"金堆城钼业股份有限公司"	"03134603"	"CN103978345B"	"20161116"
"金堆城钼业股份有限公司"	"03134603"	"CN104001913A"	"20140827"
"金堆城钼业股份有限公司"	"03134603"	"CN104001913B"	"20160420"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104012804A"	"20140903"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104012804B"	"20160413"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104021883A"	"20140903"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104021883B"	"20160608"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104022454A"	"20140903"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104022454B"	"20170111"
"中国西电电气股份有限公司"	"T000025764"	"CN104028888A"	"20140910"
"中国西电电气股份有限公司"	"T000025764"	"CN104028888B"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN104028982A"	"20140910"
"中国西电电气股份有限公司"	"T000025764"	"CN104028982B"	"20160511"
"东北制药集团股份有限公司"	"01000597"	"CN104030934A"	"20140910"
"东北制药集团股份有限公司"	"01000597"	"CN104030934B"	"20160615"
"东北制药集团股份有限公司"	"01000597"	"CN104031038A"	"20140910"
"东北制药集团股份有限公司"	"01000597"	"CN104031038B"	"20160608"
"中国西电电气股份有限公司"	"T000025764"	"CN104034984A"	"20140910"
"中国西电电气股份有限公司"	"T000025764"	"CN104034984B"	"20170215"
"中国西电电气股份有限公司"	"T000025764"	"CN104035027A"	"20140910"
"中国西电电气股份有限公司"	"T000025764"	"CN104035027B"	"20170118"
"西安天和防务技术股份有限公司"	"T000058570"	"CN104035077A"	"20140910"
"西安天和防务技术股份有限公司"	"T000058570"	"CN104035367A"	"20140910"
"西安天和防务技术股份有限公司"	"T000058570"	"CN104035367B"	"20170111"
"东软集团股份有限公司"	"02600718"	"CN104036275A"	"20140910"
"东软集团股份有限公司"	"02600718"	"CN104036275B"	"20171128"
"中国西电电气股份有限公司"	"T000025764"	"CN104038034A"	"20140910"
"中国西电电气股份有限公司"	"T000025764"	"CN104038034B"	"20170104"
"中国西电电气股份有限公司"	"T000025764"	"CN104048585A"	"20140917"
"中国西电电气股份有限公司"	"T000025764"	"CN104048585B"	"20160824"
"东软集团股份有限公司"	"02600718"	"CN104050241A"	"20140917"
"东软集团股份有限公司"	"02600718"	"CN104050241B"	"20170412"
"中国西电电气股份有限公司"	"T000025764"	"CN104057257A"	"20140924"
"西安岳达生物科技股份有限公司"	"T000275107"	"CN104059115B"	"20160928"
"中国西电电气股份有限公司"	"T000025764"	"CN104062051A"	"20140924"
"中国西电电气股份有限公司"	"T000025764"	"CN104062051B"	"20160914"
"中国西电电气股份有限公司"	"T000025764"	"CN104065587A"	"20140924"
"中国西电电气股份有限公司"	"T000025764"	"CN104065587B"	"20170215"
"西安天和防务技术股份有限公司"	"T000058570"	"CN104076335A"	"20141001"
"中国西电电气股份有限公司"	"T000025764"	"CN104078233A"	"20141001"
"中国西电电气股份有限公司"	"T000025764"	"CN104078233B"	"20170419"
"中国西电电气股份有限公司"	"T000025764"	"CN104078287A"	"20141001"
"中国西电电气股份有限公司"	"T000025764"	"CN104078287B"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN104099051A"	"20141015"
"中国西电电气股份有限公司"	"T000025764"	"CN104102124A"	"20141015"
"中国西电电气股份有限公司"	"T000025764"	"CN104102124B"	"20170419"
"中国西电电气股份有限公司"	"T000025764"	"CN104102526A"	"20141015"
"中国西电电气股份有限公司"	"T000025764"	"CN104103438A"	"20141015"
"中国西电电气股份有限公司"	"T000025764"	"CN104103438B"	"20160511"
"中国西电电气股份有限公司"	"T000025764"	"CN104104288A"	"20141015"
"中国西电电气股份有限公司"	"T000025764"	"CN104104288B"	"20170118"
"中国西电电气股份有限公司"	"T000025764"	"CN104111367A"	"20141022"
"中国西电电气股份有限公司"	"T000025764"	"CN104111367B"	"20161123"
"金堆城钼业股份有限公司"	"03134603"	"CN104117685A"	"20141029"
"金堆城钼业股份有限公司"	"03134603"	"CN104117685B"	"20160824"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104123997A"	"20141029"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104123997B"	"20160608"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104123998A"	"20141029"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104123998B"	"20170405"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104124000A"	"20141029"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104124000B"	"20161130"
"辽宁格林生物药业集团股份有限公司"	"T000270916"	"CN104127417B"	"20160420"
"西安宝德自动化股份有限公司"	"T000025742"	"CN104140042A"	"20141112"
"西安宝德自动化股份有限公司"	"T000025742"	"CN104140042B"	"20170118"
"东软集团股份有限公司"	"02600718"	"CN104142993A"	"20141112"
"东软集团股份有限公司"	"02600718"	"CN104142993B"	"20170829"
"东软集团股份有限公司"	"02600718"	"CN104143185A"	"20141112"
"东软集团股份有限公司"	"02600718"	"CN104143185B"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN104143190A"	"20141112"
"东软集团股份有限公司"	"02600718"	"CN104143190B"	"20170609"
"东北制药集团股份有限公司"	"01000597"	"CN104152507A"	"20141119"
"东北制药集团股份有限公司"	"01000597"	"CN104152507B"	"20181002"
"金堆城钼业股份有限公司"	"03134603"	"CN104152707A"	"20141119"
"金堆城钼业股份有限公司"	"03134603"	"CN104152707B"	"20160316"
"中国西电电气股份有限公司"	"T000025764"	"CN104157430A"	"20141119"
"中国西电电气股份有限公司"	"T000025764"	"CN104157430B"	"20161123"
"东北制药集团股份有限公司"	"01000597"	"CN104165942A"	"20141126"
"东北制药集团股份有限公司"	"01000597"	"CN104165942B"	"20160511"
"中国西电电气股份有限公司"	"T000025764"	"CN104167283A"	"20141126"
"中国西电电气股份有限公司"	"T000025764"	"CN104167283B"	"20160914"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104171538A"	"20141203"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104171538B"	"20160413"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104171643A"	"20141203"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104171643B"	"20161207"
"西安宝德自动化股份有限公司"	"T000025742"	"CN104210945A"	"20141217"
"西安宝德自动化股份有限公司"	"T000025742"	"CN104210945B"	"20170627"
"东北制药集团股份有限公司"	"01000597"	"CN104211594A"	"20141217"
"东北制药集团股份有限公司"	"01000597"	"CN104211594B"	"20160427"
"陕西合成药业股份有限公司"	"T000122186"	"CN104211731B"	"20170517"
"东软集团股份有限公司"	"02600718"	"CN104216765A"	"20141217"
"东软集团股份有限公司"	"02600718"	"CN104216765B"	"20171103"
"东软集团股份有限公司"	"02600718"	"CN104216767A"	"20141217"
"东软集团股份有限公司"	"02600718"	"CN104216767B"	"20171031"
"东软集团股份有限公司"	"02600718"	"CN104219096A"	"20141217"
"东软集团股份有限公司"	"02600718"	"CN104219096B"	"20180320"
"东北制药集团股份有限公司"	"01000597"	"CN104230921A"	"20141224"
"东北制药集团股份有限公司"	"01000597"	"CN104230921B"	"20170111"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN104231141A"	"20141224"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN104231141B"	"20170329"
"中国西电电气股份有限公司"	"T000025764"	"CN104237750A"	"20141224"
"中国西电电气股份有限公司"	"T000025764"	"CN104237750B"	"20170208"
"东软集团股份有限公司"	"02600718"	"CN104239137A"	"20141224"
"东软集团股份有限公司"	"02600718"	"CN104239137B"	"20171208"
"东软集团股份有限公司"	"02600718"	"CN104239783A"	"20141224"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104240939A"	"20141224"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104240939B"	"20170215"
"东软集团股份有限公司"	"02600718"	"CN104243097A"	"20141224"
"东软集团股份有限公司"	"02600718"	"CN104243201A"	"20141224"
"东软集团股份有限公司"	"02600718"	"CN104243201B"	"20180406"
"东软集团股份有限公司"	"02600718"	"CN104243470A"	"20141224"
"东软集团股份有限公司"	"02600718"	"CN104243470B"	"20180406"
"东软集团股份有限公司"	"02600718"	"CN104243475A"	"20141224"
"东软集团股份有限公司"	"02600718"	"CN104243475B"	"20171031"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104259347A"	"20150107"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104259347B"	"20160608"
"东北制药集团股份有限公司"	"01000597"	"CN104262227A"	"20150107"
"东北制药集团股份有限公司"	"01000597"	"CN104262227B"	"20180918"
"东北制药集团股份有限公司"	"01000597"	"CN104262305A"	"20150107"
"东北制药集团股份有限公司"	"01000597"	"CN104262305B"	"20160608"
"东软集团股份有限公司"	"02600718"	"CN104268234A"	"20150107"
"东软集团股份有限公司"	"02600718"	"CN104268234B"	"20180529"
"中国西电电气股份有限公司"	"T000025764"	"CN104268350A"	"20150107"
"东软集团股份有限公司"	"02600718"	"CN104268903A"	"20150107"
"东软集团股份有限公司"	"02600718"	"CN104268903B"	"20170613"
"中国西电电气股份有限公司"	"T000025764"	"CN104269315A"	"20150107"
"中国西电电气股份有限公司"	"T000025764"	"CN104269315B"	"20160914"
"中国西电电气股份有限公司"	"T000025764"	"CN104269996A"	"20150107"
"中国西电电气股份有限公司"	"T000025764"	"CN104269996B"	"20160914"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104274266A"	"20150114"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104274266B"	"20160817"
"吉林利源精制股份有限公司"	"T000028944"	"CN104278178A"	"20150114"
"吉林利源精制股份有限公司"	"T000028944"	"CN104278178B"	"20160525"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104279952A"	"20150114"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104279952B"	"20170606"
"东软集团股份有限公司"	"02600718"	"CN104281679A"	"20150114"
"东软集团股份有限公司"	"02600718"	"CN104281679B"	"20180406"
"东软集团股份有限公司"	"02600718"	"CN104281684A"	"20150114"
"东软集团股份有限公司"	"02600718"	"CN104281684B"	"20170825"
"东软集团股份有限公司"	"02600718"	"CN104283605A"	"20150114"
"东软集团股份有限公司"	"02600718"	"CN104283605B"	"20180406"
"东软集团股份有限公司"	"02600718"	"CN104283688A"	"20150114"
"东软集团股份有限公司"	"02600718"	"CN104283688B"	"20171229"
"东软集团股份有限公司"	"02600718"	"CN104283717A"	"20150114"
"东软集团股份有限公司"	"02600718"	"CN104283717B"	"20171226"
"东软集团股份有限公司"	"02600718"	"CN104283948A"	"20150114"
"东软集团股份有限公司"	"02600718"	"CN104283948B"	"20181207"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104289811A"	"20150121"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104290095A"	"20150121"
"西安天和防务技术股份有限公司"	"T000058570"	"CN104297739A"	"20150121"
"西安天和防务技术股份有限公司"	"T000058570"	"CN104297739B"	"20170215"
"中国西电电气股份有限公司"	"T000025764"	"CN104298228A"	"20150121"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104298233A"	"20150121"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104298234A"	"20150121"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104298234B"	"20170208"
"东软集团股份有限公司"	"02600718"	"CN104299244A"	"20150121"
"东软集团股份有限公司"	"02600718"	"CN104299244B"	"20170725"
"中国西电电气股份有限公司"	"T000025764"	"CN104310965A"	"20150128"
"东北制药集团股份有限公司"	"01000597"	"CN104311503A"	"20150128"
"东北制药集团股份有限公司"	"01000597"	"CN104311503B"	"20170125"
"东北制药集团股份有限公司"	"01000597"	"CN104311516A"	"20150128"
"东北制药集团股份有限公司"	"01000597"	"CN104311516B"	"20170111"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104317336A"	"20150128"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104317336B"	"20170111"
"东软集团股份有限公司"	"02600718"	"CN104318206A"	"20150128"
"东软集团股份有限公司"	"02600718"	"CN104318206B"	"20170929"
"中国西电电气股份有限公司"	"T000025764"	"CN104319196A"	"20150128"
"中国西电电气股份有限公司"	"T000025764"	"CN104319196B"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN104320614A"	"20150128"
"中国西电电气股份有限公司"	"T000025764"	"CN104320614B"	"20181002"
"中国西电电气股份有限公司"	"T000025764"	"CN104330447A"	"20150204"
"中国西电电气股份有限公司"	"T000025764"	"CN104332346A"	"20150204"
"中国西电电气股份有限公司"	"T000025764"	"CN104332346B"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN104332352A"	"20150204"
"中国西电电气股份有限公司"	"T000025764"	"CN104332352B"	"20160824"
"东北制药集团股份有限公司"	"01000597"	"CN104341372A"	"20150211"
