"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"
"中国西电电气股份有限公司"	"T000025764"	"CN204178992U"	"20150225"
"中国西电电气股份有限公司"	"T000025764"	"CN204178996U"	"20150225"
"中国西电电气股份有限公司"	"T000025764"	"CN204179539U"	"20150225"
"中国西电电气股份有限公司"	"T000025764"	"CN204179559U"	"20150225"
"中国西电电气股份有限公司"	"T000025764"	"CN204179677U"	"20150225"
"金堆城钼业股份有限公司"	"03134603"	"CN204182486U"	"20150304"
"西安标准工业股份有限公司"	"02600302"	"CN204185672U"	"20150304"
"金堆城钼业股份有限公司"	"03134603"	"CN204185898U"	"20150304"
"金堆城钼业股份有限公司"	"03134603"	"CN204188408U"	"20150304"
"许继电气股份有限公司"	"01000400"	"CN204190779U"	"20150304"
"西部金属材料股份有限公司"	"03133852"	"CN204194462U"	"20150311"
"东软集团股份有限公司"	"02600718"	"CN204249829U"	"20150408"
"东软集团股份有限公司"	"02600718"	"CN204249930U"	"20150408"
"金堆城钼业股份有限公司"	"03134603"	"CN204261404U"	"20150415"
"金堆城钼业股份有限公司"	"03134603"	"CN204268876U"	"20150415"
"本钢板材股份有限公司"	"01000761"	"CN204269743U"	"20150415"
"中国西电电气股份有限公司"	"T000025764"	"CN204276463U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204277372U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204277856U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204278209U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204278346U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204280797U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204281050U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204284667U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204286057U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204286154U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204286294U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204286348U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204286498U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204286739U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204286767U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204286946U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287283U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287284U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287288U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287343U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287346U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287400U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287415U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287416U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287417U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204287868U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204288034U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204288040U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204288988U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204288989U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204288990U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289014U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289016U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289026U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289027U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289030U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289037U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289044U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289045U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289053U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289060U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289068U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289070U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289073U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289076U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289084U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289085U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289101U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289134U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289139U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289140U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289215U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289225U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289227U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289229U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289233U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289253U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289254U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289255U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289256U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289328U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289336U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289397U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204289425U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290148U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290149U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290151U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290193U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290209U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290291U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290333U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290484U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290495U"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN204290987U"	"20150422"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN204300432U"	"20150429"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN204300486U"	"20150429"
"西安宝德自动化股份有限公司"	"T000025742"	"CN204315932U"	"20150506"
"西安宝德自动化股份有限公司"	"T000025742"	"CN204316197U"	"20150506"
"东北制药集团股份有限公司"	"01000597"	"CN204327475U"	"20150513"
"东北制药集团股份有限公司"	"01000597"	"CN204327607U"	"20150513"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN204346395U"	"20150520"
"中国西电电气股份有限公司"	"T000025764"	"CN204367467U"	"20150603"
"中国西电电气股份有限公司"	"T000025764"	"CN204368731U"	"20150603"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN204372319U"	"20150603"
"中国西电电气股份有限公司"	"T000025764"	"CN204373992U"	"20150603"
"中国西电电气股份有限公司"	"T000025764"	"CN204374286U"	"20150603"
"中国西电电气股份有限公司"	"T000025764"	"CN204374310U"	"20150603"
"中国西电电气股份有限公司"	"T000025764"	"CN204374360U"	"20150603"
"中国西电电气股份有限公司"	"T000025764"	"CN204375632U"	"20150603"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN204375659U"	"20150603"
"金堆城钼业股份有限公司"	"03134603"	"CN204380620U"	"20150610"
"金堆城钼业股份有限公司"	"03134603"	"CN204380825U"	"20150610"
"金堆城钼业股份有限公司"	"03134603"	"CN204382176U"	"20150610"
"金堆城钼业股份有限公司"	"03134603"	"CN204383271U"	"20150610"
"金堆城钼业股份有限公司"	"03134603"	"CN204384895U"	"20150610"
"中国西电电气股份有限公司"	"T000025764"	"CN204424076U"	"20150624"
"中国西电电气股份有限公司"	"T000025764"	"CN204425043U"	"20150624"
"西安标准工业股份有限公司"	"02600302"	"CN204434912U"	"20150701"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN204449296U"	"20150708"
"陕西省天然气股份有限公司"	"00076771"	"CN204459609U"	"20150708"
"沈阳兴齐眼药股份有限公司"	"T000060171"	"CN204484334U"	"20150722"
"金堆城钼业股份有限公司"	"03134603"	"CN204504224U"	"20150729"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN204508153U"	"20150729"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN204508732U"	"20150729"
"金堆城钼业股份有限公司"	"03134603"	"CN204512209U"	"20150729"
"中国西电电气股份有限公司"	"T000025764"	"CN204514958U"	"20150729"
"中国西电电气股份有限公司"	"T000025764"	"CN204515484U"	"20150729"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN204515491U"	"20150729"
"中国西电电气股份有限公司"	"T000025764"	"CN204516507U"	"20150729"
"中国西电电气股份有限公司"	"T000025764"	"CN204516529U"	"20150729"
"中国西电电气股份有限公司"	"T000025764"	"CN204517384U"	"20150729"
"金堆城钼业股份有限公司"	"03134603"	"CN204522870U"	"20150805"
"西安标准工业股份有限公司"	"02600302"	"CN204530150U"	"20150805"
"西安标准工业股份有限公司"	"02600302"	"CN204530156U"	"20150805"
"陕西建设机械股份有限公司"	"03130779"	"CN204546012U"	"20150812"
"陕西建设机械股份有限公司"	"03130779"	"CN204551211U"	"20150812"
"陕西建设机械股份有限公司"	"03130779"	"CN204556727U"	"20150812"
"陕西建设机械股份有限公司"	"03130779"	"CN204556750U"	"20150812"
"中国西电电气股份有限公司"	"T000025764"	"CN204566046U"	"20150819"
"西安天和防务技术股份有限公司"	"T000058570"	"CN204584707U"	"20150826"
"西安天和防务技术股份有限公司"	"T000058570"	"CN204612838U"	"20150902"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN204628056U"	"20150909"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN204633951U"	"20150909"
"金堆城钼业股份有限公司"	"03134603"	"CN204660764U"	"20150923"
"金堆城钼业股份有限公司"	"03134603"	"CN204665838U"	"20150923"
"中国西电电气股份有限公司"	"T000025764"	"CN204675745U"	"20150930"
"中国西电电气股份有限公司"	"T000025764"	"CN204679565U"	"20150930"
"中国西电电气股份有限公司"	"T000025764"	"CN204679566U"	"20150930"
"中国西电电气股份有限公司"	"T000025764"	"CN204680518U"	"20150930"
"中国西电电气股份有限公司"	"T000025764"	"CN204680529U"	"20150930"
"中国西电电气股份有限公司"	"T000025764"	"CN204680534U"	"20150930"
"中国西电电气股份有限公司"	"T000025764"	"CN204680554U"	"20150930"
"中国西电电气股份有限公司"	"T000025764"	"CN204680663U"	"20150930"
"中国西电电气股份有限公司"	"T000025764"	"CN204680982U"	"20150930"
"中国西电电气股份有限公司"	"T000025764"	"CN204681028U"	"20150930"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN204681520U"	"20150930"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN204681523U"	"20150930"
"东软集团股份有限公司"	"02600718"	"CN204695289U"	"20151007"
"金堆城钼业股份有限公司"	"03134603"	"CN204716630U"	"20151021"
"金堆城钼业股份有限公司"	"03134603"	"CN204718679U"	"20151021"
"中国西电电气股份有限公司"	"T000025764"	"CN204732301U"	"20151028"
"中国西电电气股份有限公司"	"T000025764"	"CN204732339U"	"20151028"
"中国西电电气股份有限公司"	"T000025764"	"CN204732357U"	"20151028"
"中国西电电气股份有限公司"	"T000025764"	"CN204732688U"	"20151028"
"中国西电电气股份有限公司"	"T000025764"	"CN204732774U"	"20151028"
"中国西电电气股份有限公司"	"T000025764"	"CN204740940U"	"20151104"
"中国西电电气股份有限公司"	"T000025764"	"CN204740983U"	"20151104"
"中国西电电气股份有限公司"	"T000025764"	"CN204747491U"	"20151111"
"中国西电电气股份有限公司"	"T000025764"	"CN204760301U"	"20151111"
"中国西电电气股份有限公司"	"T000025764"	"CN204760305U"	"20151111"
"西部超导材料科技股份有限公司"	"T000027183"	"CN204771892U"	"20151118"
"中国西电电气股份有限公司"	"T000025764"	"CN204802312U"	"20151125"
"中国西电电气股份有限公司"	"T000025764"	"CN204807044U"	"20151125"
"中国西电电气股份有限公司"	"T000025764"	"CN204809021U"	"20151125"
"中国西电电气股份有限公司"	"T000025764"	"CN204809022U"	"20151125"
"中国西电电气股份有限公司"	"T000025764"	"CN204809164U"	"20151125"
"中国西电电气股份有限公司"	"T000025764"	"CN204809659U"	"20151125"
"金堆城钼业股份有限公司"	"03134603"	"CN204816647U"	"20151202"
"陕西省天然气股份有限公司"	"00076771"	"CN204818174U"	"20151202"
"西安标准工业股份有限公司"	"02600302"	"CN204825275U"	"20151202"
"西安标准工业股份有限公司"	"02600302"	"CN204825306U"	"20151202"
"中国西电电气股份有限公司"	"T000025764"	"CN204835415U"	"20151202"
"中国西电电气股份有限公司"	"T000025764"	"CN204842032U"	"20151209"
"东软集团股份有限公司"	"02600718"	"CN204845761U"	"20151209"
"中国西电电气股份有限公司"	"T000025764"	"CN204846782U"	"20151209"
"中国西电电气股份有限公司"	"T000025764"	"CN204847357U"	"20151209"
"西安标准工业股份有限公司"	"02600302"	"CN204849283U"	"20151209"
"西安标准工业股份有限公司"	"02600302"	"CN204849304U"	"20151209"
"东软集团股份有限公司"	"02600718"	"CN204857903U"	"20151209"
"西安标准工业股份有限公司"	"02600302"	"CN204875118U"	"20151216"
"西安标准工业股份有限公司"	"02600302"	"CN204875120U"	"20151216"
"陕西建设机械股份有限公司"	"03130779"	"CN204881530U"	"20151216"
"东软集团股份有限公司"	"02600718"	"CN204885369U"	"20151216"
"沈阳新松医疗科技股份有限公司"	"T000148930"	"CN204890893U"	"20151223"
"中国西电电气股份有限公司"	"T000025764"	"CN204892250U"	"20151223"
"中国西电电气股份有限公司"	"T000025764"	"CN204899318U"	"20151223"
"中国西电电气股份有限公司"	"T000025764"	"CN204903094U"	"20151223"
"中国西电电气股份有限公司"	"T000025764"	"CN204903721U"	"20151223"
"中国西电电气股份有限公司"	"T000025764"	"CN204905038U"	"20151223"
"中国西电电气股份有限公司"	"T000025764"	"CN204905047U"	"20151223"
"中国西电电气股份有限公司"	"T000025764"	"CN204905060U"	"20151223"
"中国西电电气股份有限公司"	"T000025764"	"CN204905168U"	"20151223"
"中国西电电气股份有限公司"	"T000025764"	"CN204912987U"	"20151230"
"中国西电电气股份有限公司"	"T000025764"	"CN204918390U"	"20151230"
"中国西电电气股份有限公司"	"T000025764"	"CN204924094U"	"20151230"
"中国西电电气股份有限公司"	"T000025764"	"CN204925846U"	"20151230"
"中国西电电气股份有限公司"	"T000025764"	"CN204926966U"	"20151230"
"中国西电电气股份有限公司"	"T000025764"	"CN204926995U"	"20151230"
"中国西电电气股份有限公司"	"T000025764"	"CN204927038U"	"20151230"
"中国西电电气股份有限公司"	"T000025764"	"CN204927043U"	"20151230"
"西安标准工业股份有限公司"	"02600302"	"CN204939804U"	"20160106"
"西安标准工业股份有限公司"	"02600302"	"CN204939829U"	"20160106"
"西安标准工业股份有限公司"	"02600302"	"CN204939830U"	"20160106"
"西安标准工业股份有限公司"	"02600302"	"CN204939831U"	"20160106"
"东软集团股份有限公司"	"02600718"	"CN204961494U"	"20160113"
"西安天和防务技术股份有限公司"	"T000058570"	"CN204966684U"	"20160113"
"金堆城钼业股份有限公司"	"03134603"	"CN204974106U"	"20160120"
"陕西省天然气股份有限公司"	"00076771"	"CN204982639U"	"20160120"
"中国西电电气股份有限公司"	"T000025764"	"CN204991585U"	"20160120"
"中国西电电气股份有限公司"	"T000025764"	"CN204992398U"	"20160120"
"沈阳金山能源股份有限公司"	"03129986"	"CN205002129U"	"20160127"
"东软集团股份有限公司"	"02600718"	"CN205004368U"	"20160127"
"东软集团股份有限公司"	"02600718"	"CN205004575U"	"20160127"
"陕西省天然气股份有限公司"	"00076771"	"CN205014056U"	"20160203"
"金堆城钼业股份有限公司"	"03134603"	"CN205021514U"	"20160210"
"奥维通信股份有限公司"	"03134689"	"CN205029681U"	"20160210"
"中国西电电气股份有限公司"	"T000025764"	"CN205060228U"	"20160302"
"中国西电电气股份有限公司"	"T000025764"	"CN205060433U"	"20160302"
"中国西电电气股份有限公司"	"T000025764"	"CN205066646U"	"20160302"
"中国西电电气股份有限公司"	"T000025764"	"CN205069287U"	"20160302"
"中国西电电气股份有限公司"	"T000025764"	"CN205069323U"	"20160302"
"中国西电电气股份有限公司"	"T000025764"	"CN205069328U"	"20160302"
"中国西电电气股份有限公司"	"T000025764"	"CN205069381U"	"20160302"
"中国西电电气股份有限公司"	"T000025764"	"CN205069486U"	"20160302"
"西安标准工业股份有限公司"	"02600302"	"CN205077233U"	"20160309"
"西安标准工业股份有限公司"	"02600302"	"CN205077234U"	"20160309"
"西安标准工业股份有限公司"	"02600302"	"CN205077238U"	"20160309"
"西安标准工业股份有限公司"	"02600302"	"CN205077244U"	"20160309"
"金堆城钼业股份有限公司"	"03134603"	"CN205084758U"	"20160316"
"金堆城钼业股份有限公司"	"03134603"	"CN205085387U"	"20160316"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205089696U"	"20160316"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205089980U"	"20160316"
"金堆城钼业股份有限公司"	"03134603"	"CN205111501U"	"20160330"
"浙江万安科技股份有限公司"	"T000044503"	"CN205113319U"	"20160330"
"金堆城钼业股份有限公司"	"03134603"	"CN205131930U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205131981U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205132908U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205138770U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205139216U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205139269U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140642U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140648U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140689U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140708U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140714U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140722U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140730U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140736U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140738U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140742U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205140846U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205141350U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205141485U"	"20160406"
"中国西电电气股份有限公司"	"T000025764"	"CN205141978U"	"20160406"
"许继电气股份有限公司"	"01000400"	"CN205160036U"	"20160413"
"金堆城钼业股份有限公司"	"03134603"	"CN205170409U"	"20160420"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN205176508U"	"20160420"
"东软集团股份有限公司"	"02600718"	"CN205185831U"	"20160427"
"东软集团股份有限公司"	"02600718"	"CN205194807U"	"20160427"
"东软集团股份有限公司"	"02600718"	"CN205194808U"	"20160427"
"东软集团股份有限公司"	"02600718"	"CN205194809U"	"20160427"
"东软集团股份有限公司"	"02600718"	"CN205194810U"	"20160427"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN205204523U"	"20160504"
"西安宝德自动化股份有限公司"	"T000025742"	"CN205204653U"	"20160504"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN205207139U"	"20160504"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN205207211U"	"20160504"
"西安宝德自动化股份有限公司"	"T000025742"	"CN205211982U"	"20160504"
"中国西电电气股份有限公司"	"T000025764"	"CN205218336U"	"20160511"
"沈阳化工股份有限公司"	"01000698"	"CN205222076U"	"20160511"
"沈阳化工股份有限公司"	"01000698"	"CN205228225U"	"20160511"
"陕西建设机械股份有限公司"	"03130779"	"CN205229744U"	"20160511"
"沈阳化工股份有限公司"	"01000698"	"CN205229774U"	"20160511"
"中国西电电气股份有限公司"	"T000025764"	"CN205231715U"	"20160511"
"金堆城钼业股份有限公司"	"03134603"	"CN205236714U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205237025U"	"20160518"
"金堆城钼业股份有限公司"	"03134603"	"CN205237070U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205241047U"	"20160518"
"金堆城钼业股份有限公司"	"03134603"	"CN205242471U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205243391U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246453U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246458U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246733U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246736U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246744U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246764U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246780U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246826U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246827U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205246937U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205247134U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205247185U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205247380U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248029U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248048U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248051U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248053U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248075U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248084U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248085U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248095U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248097U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248118U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248126U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248132U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248140U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248170U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248172U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248589U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248670U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248676U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248679U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248742U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248779U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248821U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205248847U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205249030U"	"20160518"
"中国西电电气股份有限公司"	"T000025764"	"CN205249666U"	"20160518"
"西安标准工业股份有限公司"	"02600302"	"CN205258803U"	"20160525"
"东北制药集团股份有限公司"	"01000597"	"CN205287643U"	"20160608"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205315223U"	"20160615"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205315546U"	"20160615"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205315558U"	"20160615"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205315559U"	"20160615"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205315638U"	"20160615"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205315639U"	"20160615"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205315640U"	"20160615"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205315641U"	"20160615"
"中国西电电气股份有限公司"	"T000025764"	"CN205328344U"	"20160622"
"西安标准工业股份有限公司"	"02600302"	"CN205329296U"	"20160622"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205330814U"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN205333720U"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN205333758U"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN205333784U"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN205333804U"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN205334217U"	"20160622"
"东软集团股份有限公司"	"02600718"	"CN205334566U"	"20160622"
"东软集团股份有限公司"	"02600718"	"CN205334634U"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN205335020U"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN205335043U"	"20160622"
"中国西电电气股份有限公司"	"T000025764"	"CN205335737U"	"20160622"
"东软集团股份有限公司"	"02600718"	"CN205335874U"	"20160622"
"奥维通信股份有限公司"	"03134689"	"CN205336291U"	"20160622"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205350130U"	"20160629"
"中国西电电气股份有限公司"	"T000025764"	"CN205354809U"	"20160629"
"中国西电电气股份有限公司"	"T000025764"	"CN205354942U"	"20160629"
"东软集团股份有限公司"	"02600718"	"CN205354958U"	"20160629"
"金堆城钼业股份有限公司"	"03134603"	"CN205362663U"	"20160706"
"东软集团股份有限公司"	"02600718"	"CN205365443U"	"20160706"
"西安宝德自动化股份有限公司"	"T000025742"	"CN205369635U"	"20160706"
"东软集团股份有限公司"	"02600718"	"CN205375109U"	"20160706"
"中国西电电气股份有限公司"	"T000025764"	"CN205376349U"	"20160706"
"西安宝德自动化股份有限公司"	"T000025742"	"CN205377031U"	"20160706"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN205382965U"	"20160713"
"辽宁成大生物股份有限公司"	"T000035231"	"CN205386561U"	"20160720"
"辽宁成大生物股份有限公司"	"T000035231"	"CN205388541U"	"20160720"
"中国西电电气股份有限公司"	"T000025764"	"CN205388922U"	"20160720"
"中国西电电气股份有限公司"	"T000025764"	"CN205414378U"	"20160803"
"东软集团股份有限公司"	"02600718"	"CN205417425U"	"20160803"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205423736U"	"20160803"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205426264U"	"20160803"
"中国西电电气股份有限公司"	"T000025764"	"CN205426401U"	"20160803"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN205430236U"	"20160803"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN205446605U"	"20160810"
"中国西电电气股份有限公司"	"T000025764"	"CN205451997U"	"20160810"
"辽宁成大生物股份有限公司"	"T000035231"	"CN205462042U"	"20160817"
"沈阳化工股份有限公司"	"01000698"	"CN205466836U"	"20160817"
"辽宁成大生物股份有限公司"	"T000035231"	"CN205473707U"	"20160817"
"辽宁成大生物股份有限公司"	"T000035231"	"CN205473778U"	"20160817"
"辽宁成大生物股份有限公司"	"T000035231"	"CN205473831U"	"20160817"
