39607	12	16	35	37	36	15	9	7	2	5	21	3	42	29	4	22	11	1	41	39	33	13	23	0	43	17	19	10	12	30	8	31	20	16	14	24	40	28	25	
39445	12	12	10	21	9	5	36	35	32	6	0	18	41	20	11	34	17	33	8	28	1	14	29	42	2	43	15	39	13	40	37	23	26	30	38	4	22	16	12	
39445	12	7	10	21	9	5	36	35	32	6	0	18	41	20	11	34	17	33	8	7	28	1	14	29	42	2	43	15	39	13	40	37	23	26	30	38	12	4	22	
39622	12	4	7	11	0	20	26	15	37	40	42	4	25	23	16	10	13	14	31	2	6	5	24	17	41	19	35	36	3	1	29	12	21	39	34	30	9	38	32	
39594	12	4	15	6	20	29	1	7	41	40	17	33	34	24	36	0	11	4	2	26	5	37	21	12	30	9	3	25	23	27	18	31	42	16	39	22	19	8	10	
38863	12	2	30	36	26	41	21	5	3	15	29	20	42	6	1	34	7	17	16	11	18	22	12	32	0	10	38	43	25	37	2	35	23	39	14	13	8	9	31	
38863	12	4	30	36	26	41	21	5	3	4	15	29	20	42	6	1	2	34	7	17	16	11	18	22	12	32	0	10	38	43	25	37	35	23	39	14	13	8	9	
39018	12	4	21	20	35	5	40	2	8	9	36	6	23	33	7	17	16	11	43	37	10	42	15	38	0	12	25	19	18	31	39	14	22	4	32	3	30	41	24	
39016	12	1	42	5	36	12	17	10	35	25	37	15	4	3	21	26	33	41	24	2	7	40	34	29	0	14	20	8	6	32	13	28	11	30	9	18	1	19	39	
39018	12	1	21	20	35	5	40	2	8	9	36	6	23	33	7	17	16	11	43	37	10	42	15	38	0	12	25	19	18	31	39	14	22	1	32	3	30	41	24	
39407	12	29	9	15	7	29	37	5	20	12	41	42	2	32	4	34	35	24	1	36	14	17	19	10	33	0	43	8	31	11	40	6	21	3	30	38	25	26	13	
39633	12	29	35	16	36	41	12	37	29	5	15	21	20	32	40	17	19	30	3	7	4	23	39	8	13	25	0	18	14	1	42	11	24	22	2	38	6	43	34	
39622	12	29	29	7	4	11	0	20	26	15	37	40	42	25	23	16	10	13	14	31	2	6	5	24	17	41	19	35	36	3	1	12	21	39	34	30	9	38	32	
39018	12	28	21	20	35	5	40	2	8	9	36	6	23	33	7	17	16	11	43	37	10	42	15	38	0	12	25	19	18	31	39	14	22	32	3	30	41	24	13	
40444	12	28	11	0	36	4	5	1	15	43	29	35	3	26	16	20	6	37	7	40	10	38	24	19	2	12	21	22	8	13	33	27	41	28	14	31	18	34	30	
40266	12	29	5	11	4	30	15	33	10	24	6	12	9	29	21	3	0	34	20	36	42	40	31	7	1	16	43	28	13	19	22	25	17	41	37	27	2	8	23	
39018	12	29	21	20	35	5	40	2	8	9	36	6	23	33	7	17	16	11	43	37	29	10	42	15	38	0	12	25	19	18	31	39	14	22	28	1	4	32	3	
39495	12	38	4	30	29	40	1	17	6	10	26	19	8	43	11	20	0	2	25	36	39	9	34	21	7	5	41	15	12	3	16	33	14	13	28	22	32	24	35	
39953	12	40	4	20	15	24	30	41	17	29	0	14	37	16	43	1	36	35	23	19	5	12	25	39	7	6	13	9	11	22	21	42	2	27	8	38	34	26	28	
39583	12	39	21	38	5	10	20	29	17	12	41	35	26	43	40	36	15	31	16	6	42	18	4	1	30	33	14	37	13	24	22	39	2	0	23	11	9	7	8	
40637	12	40	5	11	41	36	30	7	42	2	1	31	20	37	33	3	4	15	39	40	22	29	17	34	8	18	12	0	16	9	13	6	28	10	35	21	24	26	23	
39854	12	38	0	15	43	1	11	4	29	20	27	7	41	25	10	2	3	33	5	6	31	24	34	9	8	39	36	12	28	13	40	37	19	30	42	14	22	18	32	
40068	12	38	5	35	13	8	11	37	21	7	40	15	19	17	25	10	2	26	20	42	36	6	33	0	32	12	14	27	34	4	29	30	23	22	1	28	18	3	41	
39735	12	33	36	5	40	1	30	35	20	8	25	37	24	43	7	29	41	26	4	28	9	3	15	23	10	12	42	21	33	38	6	13	2	39	34	18	16	32	27	
40168	12	33	36	12	20	35	4	42	37	14	0	29	11	23	21	6	34	10	17	5	26	3	41	30	13	16	1	38	15	27	33	39	7	19	43	40	8	28	22	
39835	12	31	4	6	20	15	29	5	36	21	3	42	22	2	26	30	31	1	41	11	0	34	25	37	38	43	18	13	8	9	17	7	14	12	39	40	16	27	35	
40511	12	33	15	11	5	12	7	42	37	16	29	1	6	40	20	0	3	17	21	36	41	25	14	35	18	13	10	30	34	43	39	28	26	23	9	8	24	22	32	
39291	12	33	4	0	12	32	5	2	15	43	37	24	30	41	17	1	16	36	20	21	11	26	10	42	40	7	23	25	29	35	19	39	6	13	33	22	38	14	34	
40168	12	32	36	12	20	35	4	42	37	14	0	29	11	23	21	6	34	10	17	5	26	3	41	30	13	16	1	38	15	27	39	7	19	43	40	8	28	22	32	
39459	12	23	3	35	5	36	6	30	40	41	26	11	42	39	17	37	10	13	20	7	9	16	21	2	15	23	0	1	29	4	38	33	24	12	25	8	43	34	18	
39509	12	25	7	43	5	6	37	24	40	17	11	42	36	22	30	4	18	21	3	16	29	14	0	15	28	20	35	10	13	1	31	8	12	2	39	38	33	26	25	
39509	12	23	7	43	5	6	37	24	40	17	11	42	36	22	30	4	18	21	3	16	29	23	14	0	15	28	20	35	10	13	1	31	8	12	25	2	39	38	33	
39114	12	19	0	7	1	41	26	13	2	29	16	8	4	20	42	3	10	11	35	21	9	15	36	14	31	5	22	40	6	30	32	23	43	17	37	25	39	18	27	
39085	12	18	30	5	36	20	4	26	1	3	41	6	10	35	7	2	11	21	39	14	19	38	42	37	29	15	17	40	31	22	8	18	34	43	16	32	25	24	12	
39359	12	19	4	15	36	1	20	5	29	43	9	33	22	34	21	0	12	39	38	40	6	24	17	37	7	18	19	25	13	41	30	11	16	8	2	35	32	14	10	
39188	12	19	25	4	36	1	0	5	18	13	2	30	40	28	12	3	15	6	35	26	41	7	14	20	17	24	38	29	8	9	11	23	10	37	16	27	43	22	33	
38962	12	19	18	36	5	13	30	23	3	41	17	39	16	7	6	9	28	29	4	35	20	12	14	1	42	43	25	38	40	26	15	0	11	2	21	31	24	37	8	
40408	12	18	5	35	4	1	15	9	41	30	29	20	0	17	39	7	40	36	26	19	33	6	13	3	42	22	11	16	12	2	31	18	10	21	8	28	43	24	14	
