24313	12	33	33	16	32	31	13	30	12	36	35	11	6	5	10	9	17	18	34	7	15	8	26	19	14	22	1	0	42	27	2	39	28	37	25	29	38	23	3	
23744	12	33	32	33	31	13	30	16	12	36	35	6	10	18	17	9	11	5	1	26	34	15	7	8	4	0	2	19	14	27	22	25	29	23	38	37	3	28	42	
22970	12	33	33	31	32	13	16	30	12	36	35	11	6	34	7	5	9	8	15	10	26	14	17	18	22	0	39	1	42	19	37	38	25	2	27	28	29	23	4	
25549	12	31	33	13	31	32	16	12	6	30	36	10	14	11	35	9	5	17	18	7	8	15	34	26	1	19	0	29	39	2	42	27	4	28	22	25	37	23	3	
25205	12	31	33	31	32	13	15	30	16	36	12	35	6	9	11	10	34	7	26	17	8	18	5	14	0	1	42	22	28	27	29	25	39	19	37	4	2	38	23	
25736	12	33	33	31	32	16	30	12	13	35	36	11	15	17	5	7	34	26	10	6	22	18	8	0	1	9	19	28	14	2	27	3	42	29	39	4	25	38	37	
25098	12	33	33	32	31	30	16	13	12	35	36	11	7	10	15	6	8	5	9	17	18	34	42	22	26	14	0	39	1	37	38	19	2	25	28	27	21	3	43	
25467	12	32	31	32	33	30	16	13	12	35	36	11	15	6	17	5	8	10	7	34	9	22	18	26	0	1	14	2	37	19	38	39	42	3	40	28	4	21	25	
25225	12	32	33	31	32	30	16	13	36	12	35	6	11	10	17	34	15	26	18	5	7	8	9	1	0	14	22	42	2	19	27	37	28	25	38	4	39	3	29	
25777	12	23	23	19	25	28	4	18	1	27	29	0	26	3	24	22	17	2	21	30	12	20	31	32	16	5	36	33	13	34	6	38	35	37	11	40	39	42	10	
25397	12	23	25	23	28	4	29	27	1	3	24	26	19	0	22	2	17	18	30	36	31	21	34	5	37	6	35	32	13	16	38	11	33	12	39	40	8	20	7	
26138	12	25	25	4	23	1	3	22	0	24	29	2	28	26	27	17	19	30	18	31	36	34	5	12	39	21	6	38	33	16	37	35	32	40	13	42	11	14	8	
26276	12	25	25	23	4	29	1	3	24	27	28	0	22	26	2	19	17	18	30	31	36	21	34	5	6	38	37	35	13	32	40	16	12	39	33	11	43	42	10	
26634	12	23	23	0	4	1	3	22	25	27	26	2	29	24	28	19	17	30	31	5	32	34	18	6	36	33	21	35	37	38	13	16	11	40	12	39	42	7	14	
26758	12	23	23	25	27	1	4	29	3	0	26	22	28	24	2	19	17	30	18	31	32	6	36	21	5	34	37	33	12	13	38	11	16	35	40	39	7	42	8	
